,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(0.00045401276666666657+0.0001177272j),(0.00045401276666666657+0.0001177272j),(0.00045401276666666657+0.0001177272j),(0.00020874776666666666+4.905299999999997e-06j),(0.00020874776666666666+4.905299999999997e-06j),(0.00020874776666666666+4.905299999999997e-06j),0j,0j,0j,0j,0j,0j
line2,2,3,(1.6965433333333332e-05+4.3992e-06j),(1.6965433333333332e-05+4.3992e-06j),(1.6965433333333332e-05+4.3992e-06j),(7.800433333333332e-06+1.8329999999999987e-07j),(7.800433333333332e-06+1.8329999999999987e-07j),(7.800433333333332e-06+1.8329999999999987e-07j),0j,0j,0j,0j,0j,0j
line3,3,4,(1.763405466666666e-05+4.572575999999999e-06j),(1.763405466666666e-05+4.572575999999999e-06j),(1.763405466666666e-05+4.572575999999999e-06j),(8.107854666666666e-06+1.9052399999999986e-07j),(8.107854666666666e-06+1.9052399999999986e-07j),(8.107854666666666e-06+1.9052399999999986e-07j),0j,0j,0j,0j,0j,0j
line4,4,5,(1.638233333333333e-05+4.248e-06j),(1.638233333333333e-05+4.248e-06j),(1.638233333333333e-05+4.248e-06j),(7.532333333333332e-06+1.7699999999999988e-07j),(7.532333333333332e-06+1.7699999999999988e-07j),(7.532333333333332e-06+1.7699999999999988e-07j),0j,0j,0j,0j,0j,0j
line5,5,6,(5.835164999999999e-05+1.5130800000000001e-05j),(5.835164999999999e-05+1.5130800000000001e-05j),(5.835164999999999e-05+1.5130800000000001e-05j),(2.682915e-05+6.304499999999996e-07j),(2.682915e-05+6.304499999999996e-07j),(2.682915e-05+6.304499999999996e-07j),0j,0j,0j,0j,0j,0j
line6,6,7,(0.00010318370999999999+2.675592e-05j),(0.00010318370999999999+2.675592e-05j),(0.00010318370999999999+2.675592e-05j),(4.744221e-05+1.1148299999999992e-06j),(4.744221e-05+1.1148299999999992e-06j),(4.744221e-05+1.1148299999999992e-06j),0j,0j,0j,0j,0j,0j
line7,7,8,(3.417243666666666e-05+8.86104e-06j),(3.417243666666666e-05+8.86104e-06j),(3.417243666666666e-05+8.86104e-06j),(1.5711936666666666e-05+3.6920999999999974e-07j),(1.5711936666666666e-05+3.6920999999999974e-07j),(1.5711936666666666e-05+3.6920999999999974e-07j),0j,0j,0j,0j,0j,0j
line8,8,9,(1.949608733333333e-05+5.055408e-06j),(1.949608733333333e-05+5.055408e-06j),(1.949608733333333e-05+5.055408e-06j),(8.963987333333333e-06+2.1064199999999986e-07j),(8.963987333333333e-06+2.1064199999999986e-07j),(8.963987333333333e-06+2.1064199999999986e-07j),0j,0j,0j,0j,0j,0j
line9,9,10,(6.219455666666665e-05+1.612728e-05j),(6.219455666666665e-05+1.612728e-05j),(6.219455666666665e-05+1.612728e-05j),(2.8596056666666665e-05+6.719699999999996e-07j),(2.8596056666666665e-05+6.719699999999996e-07j),(2.8596056666666665e-05+6.719699999999996e-07j),0j,0j,0j,0j,0j,0j
line10,10,11,(8.174228999999998e-05+2.119608e-05j),(8.174228999999998e-05+2.119608e-05j),(8.174228999999998e-05+2.119608e-05j),(3.758379e-05+8.831699999999994e-07j),(3.758379e-05+8.831699999999994e-07j),(3.758379e-05+8.831699999999994e-07j),0j,0j,0j,0j,0j,0j
line11,11,12,(0.00010160656333333331+2.6346959999999998e-05j),(0.00010160656333333331+2.6346959999999998e-05j),(0.00010160656333333331+2.6346959999999998e-05j),(4.671706333333333e-05+1.0977899999999992e-06j),(4.671706333333333e-05+1.0977899999999992e-06j),(4.671706333333333e-05+1.0977899999999992e-06j),0j,0j,0j,0j,0j,0j
line12,12,13,(9.878269333333332e-05+2.5614720000000002e-05j),(9.878269333333332e-05+2.5614720000000002e-05j),(9.878269333333332e-05+2.5614720000000002e-05j),(4.541869333333334e-05+1.0672799999999994e-06j),(4.541869333333334e-05+1.0672799999999994e-06j),(4.541869333333334e-05+1.0672799999999994e-06j),0j,0j,0j,0j,0j,0j
line13,13,14,(4.443499666666666e-05+1.152216e-05j),(4.443499666666666e-05+1.152216e-05j),(4.443499666666666e-05+1.152216e-05j),(2.0430496666666666e-05+4.800899999999997e-07j),(2.0430496666666666e-05+4.800899999999997e-07j),(2.0430496666666666e-05+4.800899999999997e-07j),0j,0j,0j,0j,0j,0j
line14,14,15,(4.138344e-05+1.0730880000000001e-05j),(4.138344e-05+1.0730880000000001e-05j),(4.138344e-05+1.0730880000000001e-05j),(1.902744e-05+4.4711999999999973e-07j),(1.902744e-05+4.4711999999999973e-07j),(1.902744e-05+4.4711999999999973e-07j),0j,0j,0j,0j,0j,0j
line15,15,16,(8.278354e-05+2.1466080000000003e-05j),(8.278354e-05+2.1466080000000003e-05j),(8.278354e-05+2.1466080000000003e-05j),(3.806254e-05+8.944199999999995e-07j),(3.806254e-05+8.944199999999995e-07j),(3.806254e-05+8.944199999999995e-07j),0j,0j,0j,0j,0j,0j
line16,16,17,(0.0004069482666666666+0.0001055232j),(0.0004069482666666666+0.0001055232j),(0.0004069482666666666+0.0001055232j),(0.00018710826666666665+4.3967999999999974e-06j),(0.00018710826666666665+4.3967999999999974e-06j),(0.00018710826666666665+4.3967999999999974e-06j),0j,0j,0j,0j,0j,0j
line17,17,18,(0.00011334353333333332+2.9390400000000002e-05j),(0.00011334353333333332+2.9390400000000002e-05j),(0.00011334353333333332+2.9390400000000002e-05j),(5.2113533333333335e-05+1.2245999999999993e-06j),(5.2113533333333335e-05+1.2245999999999993e-06j),(5.2113533333333335e-05+1.2245999999999993e-06j),0j,0j,0j,0j,0j,0j
line18,18,19,(0.001719617433333333+0.00044590320000000006j),(0.001719617433333333+0.00044590320000000006j),(0.001719617433333333+0.00044590320000000006j),(0.0007906524333333334+1.8579299999999987e-05j),(0.0007906524333333334+1.8579299999999987e-05j),(0.0007906524333333334+1.8579299999999987e-05j),0j,0j,0j,0j,0j,0j
line19,19,20,(6.78895e-05+1.7604e-05j),(6.78895e-05+1.7604e-05j),(6.78895e-05+1.7604e-05j),(3.12145e-05+7.334999999999995e-07j),(3.12145e-05+7.334999999999995e-07j),(3.12145e-05+7.334999999999995e-07j),0j,0j,0j,0j,0j,0j
