,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(0.0005182070666666667+7.736999999999999e-05j),(0.0005182070666666667+7.736999999999999e-05j),(0.0005182070666666667+7.736999999999999e-05j),(0.00023554866666666667+2.0632000000000017e-06j),(0.00023554866666666667+2.0632000000000017e-06j),(0.00023554866666666667+2.0632000000000017e-06j),0j,0j,0j,0j,0j,0j
line2,2,3,(2.0712207999999996e-05+3.092399999999999e-06j),(2.0712207999999996e-05+3.092399999999999e-06j),(2.0712207999999996e-05+3.092399999999999e-06j),(9.414639999999999e-06+8.246400000000006e-08j),(9.414639999999999e-06+8.246400000000006e-08j),(9.414639999999999e-06+8.246400000000006e-08j),0j,0j,0j,0j,0j,0j
line3,3,4,(2.0092830999999997e-05+2.999924999999999e-06j),(2.0092830999999997e-05+2.999924999999999e-06j),(2.0092830999999997e-05+2.999924999999999e-06j),(9.133105e-06+7.999800000000007e-08j),(9.133105e-06+7.999800000000007e-08j),(9.133105e-06+7.999800000000007e-08j),0j,0j,0j,0j,0j,0j
line4,4,5,(2.071120333333333e-05+3.0922499999999995e-06j),(2.071120333333333e-05+3.0922499999999995e-06j),(2.071120333333333e-05+3.0922499999999995e-06j),(9.414183333333334e-06+8.246000000000008e-08j),(9.414183333333334e-06+8.246000000000008e-08j),(9.414183333333334e-06+8.246000000000008e-08j),0j,0j,0j,0j,0j,0j
line5,5,6,(2.0712207999999996e-05+3.092399999999999e-06j),(2.0712207999999996e-05+3.092399999999999e-06j),(2.0712207999999996e-05+3.092399999999999e-06j),(9.414639999999999e-06+8.246400000000006e-08j),(9.414639999999999e-06+8.246400000000006e-08j),(9.414639999999999e-06+8.246400000000006e-08j),0j,0j,0j,0j,0j,0j
line6,6,7,(2.2464848999999996e-05+3.354074999999999e-06j),(2.2464848999999996e-05+3.354074999999999e-06j),(2.2464848999999996e-05+3.354074999999999e-06j),(1.0211294999999998e-05+8.944200000000007e-08j),(1.0211294999999998e-05+8.944200000000007e-08j),(1.0211294999999998e-05+8.944200000000007e-08j),0j,0j,0j,0j,0j,0j
line7,7,8,(2.1312998666666665e-05+3.182099999999999e-06j),(2.1312998666666665e-05+3.182099999999999e-06j),(2.1312998666666665e-05+3.182099999999999e-06j),(9.687726666666666e-06+8.485600000000007e-08j),(9.687726666666666e-06+8.485600000000007e-08j),(9.687726666666666e-06+8.485600000000007e-08j),0j,0j,0j,0j,0j,0j
line8,8,9,(2.5117168999999996e-05+3.7500749999999986e-06j),(2.5117168999999996e-05+3.7500749999999986e-06j),(2.5117168999999996e-05+3.7500749999999986e-06j),(1.1416894999999999e-05+1.0000200000000008e-07j),(1.1416894999999999e-05+1.0000200000000008e-07j),(1.1416894999999999e-05+1.0000200000000008e-07j),0j,0j,0j,0j,0j,0j
line9,9,10,(3.369651999999999e-05+5.030999999999999e-06j),(3.369651999999999e-05+5.030999999999999e-06j),(3.369651999999999e-05+5.030999999999999e-06j),(1.53166e-05+1.341600000000001e-07j),(1.53166e-05+1.341600000000001e-07j),(1.53166e-05+1.341600000000001e-07j),0j,0j,0j,0j,0j,0j
line10,10,11,(0.0006338441999999999+9.463499999999998e-05j),(0.0006338441999999999+9.463499999999998e-05j),(0.0006338441999999999+9.463499999999998e-05j),(0.00028811099999999997+2.523600000000002e-06j),(0.00028811099999999997+2.523600000000002e-06j),(0.00028811099999999997+2.523600000000002e-06j),0j,0j,0j,0j,0j,0j
line11,11,12,(2.705265933333333e-05+4.039049999999999e-06j),(2.705265933333333e-05+4.039049999999999e-06j),(2.705265933333333e-05+4.039049999999999e-06j),(1.2296663333333332e-05+1.0770800000000008e-07j),(1.2296663333333332e-05+1.0770800000000008e-07j),(1.2296663333333332e-05+1.0770800000000008e-07j),0j,0j,0j,0j,0j,0j
line12,12,13,(2.2464848999999996e-05+3.354074999999999e-06j),(2.2464848999999996e-05+3.354074999999999e-06j),(2.2464848999999996e-05+3.354074999999999e-06j),(1.0211294999999998e-05+8.944200000000007e-08j),(1.0211294999999998e-05+8.944200000000007e-08j),(1.0211294999999998e-05+8.944200000000007e-08j),0j,0j,0j,0j,0j,0j
