,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(0.00017679637333333333+2.7267733333333333e-05j),(0.00017679637333333333+2.7267733333333333e-05j),(0.00017679637333333333+2.7267733333333333e-05j),(7.977397333333333e-05+1.3950933333333327e-06j),(7.977397333333333e-05+1.3950933333333327e-06j),(7.977397333333333e-05+1.3950933333333327e-06j),0j,0j,0j,0j,0j,0j
line2,1,3,(1.808018e-05+2.78855e-06j),(1.808018e-05+2.78855e-06j),(1.808018e-05+2.78855e-06j),(8.158130000000001e-06+1.4266999999999994e-07j),(8.158130000000001e-06+1.4266999999999994e-07j),(8.158130000000001e-06+1.4266999999999994e-07j),0j,0j,0j,0j,0j,0j
line3,3,4,(2.956766933333333e-05+4.560293333333333e-06j),(2.956766933333333e-05+4.560293333333333e-06j),(2.956766933333333e-05+4.560293333333333e-06j),(1.3341509333333332e-05+2.3331733333333323e-07j),(1.3341509333333332e-05+2.3331733333333323e-07j),(1.3341509333333332e-05+2.3331733333333323e-07j),0j,0j,0j,0j,0j,0j
line4,4,5,(3.3177200000000005e-05+5.117e-06j),(3.3177200000000005e-05+5.117e-06j),(3.3177200000000005e-05+5.117e-06j),(1.4970200000000001e-05+2.617999999999999e-07j),(1.4970200000000001e-05+2.617999999999999e-07j),(1.4970200000000001e-05+2.617999999999999e-07j),0j,0j,0j,0j,0j,0j
line5,5,6,(0.0004839503333333334+7.464083333333335e-05j),(0.0004839503333333334+7.464083333333335e-05j),(0.0004839503333333334+7.464083333333335e-05j),(0.00021836783333333337+3.818833333333332e-06j),(0.00021836783333333337+3.818833333333332e-06j),(0.00021836783333333337+3.818833333333332e-06j),0j,0j,0j,0j,0j,0j
line6,6,7,(3.457305866666667e-05+5.332286666666667e-06j),(3.457305866666667e-05+5.332286666666667e-06j),(3.457305866666667e-05+5.332286666666667e-06j),(1.5600038666666667e-05+2.7281466666666655e-07j),(1.5600038666666667e-05+2.7281466666666655e-07j),(1.5600038666666667e-05+2.7281466666666655e-07j),0j,0j,0j,0j,0j,0j
line7,7,8,(4.070294133333333e-05+6.277713333333333e-06j),(4.070294133333333e-05+6.277713333333333e-06j),(4.070294133333333e-05+6.277713333333333e-06j),(1.8365961333333333e-05+3.211853333333332e-07j),(1.8365961333333333e-05+3.211853333333332e-07j),(1.8365961333333333e-05+3.211853333333332e-07j),0j,0j,0j,0j,0j,0j
line8,8,9,(5.6317600000000004e-05+8.686000000000001e-06j),(5.6317600000000004e-05+8.686000000000001e-06j),(5.6317600000000004e-05+8.686000000000001e-06j),(2.5411600000000002e-05+4.443999999999998e-07j),(2.5411600000000002e-05+4.443999999999998e-07j),(2.5411600000000002e-05+4.443999999999998e-07j),0j,0j,0j,0j,0j,0j
line9,9,10,(5.064866666666667e-05+7.811666666666667e-06j),(5.064866666666667e-05+7.811666666666667e-06j),(5.064866666666667e-05+7.811666666666667e-06j),(2.2853666666666668e-05+3.996666666666665e-07j),(2.2853666666666668e-05+3.996666666666665e-07j),(2.2853666666666668e-05+3.996666666666665e-07j),0j,0j,0j,0j,0j,0j
line10,10,11,(4.0874868e-05+6.30423e-06j),(4.0874868e-05+6.30423e-06j),(4.0874868e-05+6.30423e-06j),(1.8443538e-05+3.2254199999999987e-07j),(1.8443538e-05+3.2254199999999987e-07j),(1.8443538e-05+3.2254199999999987e-07j),0j,0j,0j,0j,0j,0j
line11,11,12,(0.001862384+0.00028724j),(0.001862384+0.00028724j),(0.001862384+0.00028724j),(0.000840344+1.4695999999999994e-05j),(0.000840344+1.4695999999999994e-05j),(0.000840344+1.4695999999999994e-05j),0j,0j,0j,0j,0j,0j
line12,12,13,(0.00030865483333333333+4.760458333333334e-05j),(0.00030865483333333333+4.760458333333334e-05j),(0.00030865483333333333+4.760458333333334e-05j),(0.00013927108333333335+2.4355833333333325e-06j),(0.00013927108333333335+2.4355833333333325e-06j),(0.00013927108333333335+2.4355833333333325e-06j),0j,0j,0j,0j,0j,0j
