,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(0.0004369144633333333+6.523274999999999e-05j),(0.0004369144633333333+6.523274999999999e-05j),(0.0004369144633333333+6.523274999999999e-05j),(0.00019859748333333333+1.7395400000000016e-06j),(0.00019859748333333333+1.7395400000000016e-06j),(0.00019859748333333333+1.7395400000000016e-06j),0j,0j,0j,0j,0j,0j
line2,2,3,(3.6764269666666664e-05+5.489024999999999e-06j),(3.6764269666666664e-05+5.489024999999999e-06j),(3.6764269666666664e-05+5.489024999999999e-06j),(1.6711031666666668e-05+1.4637400000000012e-07j),(1.6711031666666668e-05+1.4637400000000012e-07j),(1.6711031666666668e-05+1.4637400000000012e-07j),0j,0j,0j,0j,0j,0j
line3,3,4,(2.8884166666666664e-05+4.312499999999999e-06j),(2.8884166666666664e-05+4.312499999999999e-06j),(2.8884166666666664e-05+4.312499999999999e-06j),(1.3129166666666666e-05+1.150000000000001e-07j),(1.3129166666666666e-05+1.150000000000001e-07j),(1.3129166666666666e-05+1.150000000000001e-07j),0j,0j,0j,0j,0j,0j
line4,4,5,(1.5885286999999996e-05+2.3717249999999993e-06j),(1.5885286999999996e-05+2.3717249999999993e-06j),(1.5885286999999996e-05+2.3717249999999993e-06j),(7.220584999999999e-06+6.324600000000005e-08j),(7.220584999999999e-06+6.324600000000005e-08j),(7.220584999999999e-06+6.324600000000005e-08j),0j,0j,0j,0j,0j,0j
line5,5,6,(1.5885286999999996e-05+2.3717249999999993e-06j),(1.5885286999999996e-05+2.3717249999999993e-06j),(1.5885286999999996e-05+2.3717249999999993e-06j),(7.220584999999999e-06+6.324600000000005e-08j),(7.220584999999999e-06+6.324600000000005e-08j),(7.220584999999999e-06+6.324600000000005e-08j),0j,0j,0j,0j,0j,0j
line6,6,7,(1.8112130666666664e-05+2.704199999999999e-06j),(1.8112130666666664e-05+2.704199999999999e-06j),(1.8112130666666664e-05+2.704199999999999e-06j),(8.232786666666665e-06+7.211200000000006e-08j),(8.232786666666665e-06+7.211200000000006e-08j),(8.232786666666665e-06+7.211200000000006e-08j),0j,0j,0j,0j,0j,0j
line7,7,8,(1.8111125999999998e-05+2.7040499999999995e-06j),(1.8111125999999998e-05+2.7040499999999995e-06j),(1.8111125999999998e-05+2.7040499999999995e-06j),(8.23233e-06+7.210800000000007e-08j),(8.23233e-06+7.210800000000007e-08j),(8.23233e-06+7.210800000000007e-08j),0j,0j,0j,0j,0j,0j
line8,8,9,(2.8416494333333328e-05+4.242674999999999e-06j),(2.8416494333333328e-05+4.242674999999999e-06j),(2.8416494333333328e-05+4.242674999999999e-06j),(1.2916588333333333e-05+1.131380000000001e-07j),(1.2916588333333333e-05+1.131380000000001e-07j),(1.2916588333333333e-05+1.131380000000001e-07j),0j,0j,0j,0j,0j,0j
line9,9,10,(3.177057399999999e-05+4.743449999999999e-06j),(3.177057399999999e-05+4.743449999999999e-06j),(3.177057399999999e-05+4.743449999999999e-06j),(1.4441169999999998e-05+1.264920000000001e-07j),(1.4441169999999998e-05+1.264920000000001e-07j),(1.4441169999999998e-05+1.264920000000001e-07j),0j,0j,0j,0j,0j,0j
line10,10,11,(0.0009293166666666666+0.00013874999999999996j),(0.0009293166666666666+0.00013874999999999996j),(0.0009293166666666666+0.00013874999999999996j),(0.00042241666666666664+3.700000000000003e-06j),(0.00042241666666666664+3.700000000000003e-06j),(0.00042241666666666664+3.700000000000003e-06j),0j,0j,0j,0j,0j,0j
line11,11,12,(3.3697524666666666e-05+5.031149999999999e-06j),(3.3697524666666666e-05+5.031149999999999e-06j),(3.3697524666666666e-05+5.031149999999999e-06j),(1.5317056666666665e-05+1.3416400000000012e-07j),(1.5317056666666665e-05+1.3416400000000012e-07j),(1.5317056666666665e-05+1.3416400000000012e-07j),0j,0j,0j,0j,0j,0j
line12,12,13,(2.9291056666666664e-05+4.373249999999999e-06j),(2.9291056666666664e-05+4.373249999999999e-06j),(2.9291056666666664e-05+4.373249999999999e-06j),(1.3314116666666665e-05+1.166200000000001e-07j),(1.3314116666666665e-05+1.166200000000001e-07j),(1.3314116666666665e-05+1.166200000000001e-07j),0j,0j,0j,0j,0j,0j
line13,13,14,(2.5117168999999996e-05+3.7500749999999986e-06j),(2.5117168999999996e-05+3.7500749999999986e-06j),(2.5117168999999996e-05+3.7500749999999986e-06j),(1.1416894999999999e-05+1.0000200000000008e-07j),(1.1416894999999999e-05+1.0000200000000008e-07j),(1.1416894999999999e-05+1.0000200000000008e-07j),0j,0j,0j,0j,0j,0j
line14,14,15,(2.8415991999999995e-05+4.242599999999999e-06j),(2.8415991999999995e-05+4.242599999999999e-06j),(2.8415991999999995e-05+4.242599999999999e-06j),(1.291636e-05+1.131360000000001e-07j),(1.291636e-05+1.131360000000001e-07j),(1.291636e-05+1.131360000000001e-07j),0j,0j,0j,0j,0j,0j
line15,15,16,(2.511616433333333e-05+3.749924999999999e-06j),(2.511616433333333e-05+3.749924999999999e-06j),(2.511616433333333e-05+3.749924999999999e-06j),(1.1416438333333333e-05+9.999800000000009e-08j),(1.1416438333333333e-05+9.999800000000009e-08j),(1.1416438333333333e-05+9.999800000000009e-08j),0j,0j,0j,0j,0j,0j
line16,16,17,(2.5117168999999996e-05+3.7500749999999986e-06j),(2.5117168999999996e-05+3.7500749999999986e-06j),(2.5117168999999996e-05+3.7500749999999986e-06j),(1.1416894999999999e-05+1.0000200000000008e-07j),(1.1416894999999999e-05+1.0000200000000008e-07j),(1.1416894999999999e-05+1.0000200000000008e-07j),0j,0j,0j,0j,0j,0j
line17,17,18,(3.3698026999999995e-05+5.0312249999999986e-06j),(3.3698026999999995e-05+5.0312249999999986e-06j),(3.3698026999999995e-05+5.0312249999999986e-06j),(1.5317285e-05+1.3416600000000012e-07j),(1.5317285e-05+1.3416600000000012e-07j),(1.5317285e-05+1.3416600000000012e-07j),0j,0j,0j,0j,0j,0j
line18,18,19,(2.071120333333333e-05+3.0922499999999995e-06j),(2.071120333333333e-05+3.0922499999999995e-06j),(2.071120333333333e-05+3.0922499999999995e-06j),(9.414183333333334e-06+8.246000000000008e-08j),(9.414183333333334e-06+8.246000000000008e-08j),(9.414183333333334e-06+8.246000000000008e-08j),0j,0j,0j,0j,0j,0j
line19,19,20,(4.142341133333333e-05+6.184649999999998e-06j),(4.142341133333333e-05+6.184649999999998e-06j),(4.142341133333333e-05+6.184649999999998e-06j),(1.882882333333333e-05+1.649240000000001e-07j),(1.882882333333333e-05+1.649240000000001e-07j),(1.882882333333333e-05+1.649240000000001e-07j),0j,0j,0j,0j,0j,0j
line20,20,21,(0.00034525872333333326+5.1548249999999985e-05j),(0.00034525872333333326+5.1548249999999985e-05j),(0.00034525872333333326+5.1548249999999985e-05j),(0.0001569357833333333+1.3746200000000011e-06j),(0.0001569357833333333+1.3746200000000011e-06j),(0.0001569357833333333+1.3746200000000011e-06j),0j,0j,0j,0j,0j,0j
line21,21,22,(4.142240666666666e-05+6.184499999999999e-06j),(4.142240666666666e-05+6.184499999999999e-06j),(4.142240666666666e-05+6.184499999999999e-06j),(1.8828366666666667e-05+1.6492000000000016e-07j),(1.8828366666666667e-05+1.6492000000000016e-07j),(1.8828366666666667e-05+1.6492000000000016e-07j),0j,0j,0j,0j,0j,0j
