,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(0.00025937514+4.6570576666666665e-05j),(0.00025937514+4.6570576666666665e-05j),(0.00025937514+4.6570576666666665e-05j),(0.00011527784+3.341386666666666e-06j),(0.00011527784+3.341386666666666e-06j),(0.00011527784+3.341386666666666e-06j),0j,0j,0j,0j,0j,0j
line2,2,3,(2.16108e-05+3.8802e-06j),(2.16108e-05+3.8802e-06j),(2.16108e-05+3.8802e-06j),(9.6048e-06+2.784e-07j),(9.6048e-06+2.784e-07j),(9.6048e-06+2.784e-07j),0j,0j,0j,0j,0j,0j
line3,3,4,(1.7821043999999998e-05+3.1997526666666665e-06j),(1.7821043999999998e-05+3.1997526666666665e-06j),(1.7821043999999998e-05+3.1997526666666665e-06j),(7.920464e-06+2.2957866666666665e-07j),(7.920464e-06+2.2957866666666665e-07j),(7.920464e-06+2.2957866666666665e-07j),0j,0j,0j,0j,0j,0j
line4,4,5,(1.2933774e-05+2.3222476666666665e-06j),(1.2933774e-05+2.3222476666666665e-06j),(1.2933774e-05+2.3222476666666665e-06j),(5.748344e-06+1.6661866666666665e-07j),(5.748344e-06+1.6661866666666665e-07j),(5.748344e-06+1.6661866666666665e-07j),0j,0j,0j,0j,0j,0j
line5,5,6,(1.8745092e-05+3.3656646666666663e-06j),(1.8745092e-05+3.3656646666666663e-06j),(1.8745092e-05+3.3656646666666663e-06j),(8.331152e-06+2.4148266666666665e-07j),(8.331152e-06+2.4148266666666665e-07j),(8.331152e-06+2.4148266666666665e-07j),0j,0j,0j,0j,0j,0j
line6,6,7,(2.1158712e-05+3.799028e-06j),(2.1158712e-05+3.799028e-06j),(2.1158712e-05+3.799028e-06j),(9.403872e-06+2.7257599999999997e-07j),(9.403872e-06+2.7257599999999997e-07j),(9.403872e-06+2.7257599999999997e-07j),0j,0j,0j,0j,0j,0j
line7,7,8,(2.5267661999999998e-05+4.536786333333333e-06j),(2.5267661999999998e-05+4.536786333333333e-06j),(2.5267661999999998e-05+4.536786333333333e-06j),(1.1230072e-05+3.2550933333333327e-07j),(1.1230072e-05+3.2550933333333327e-07j),(1.1230072e-05+3.2550933333333327e-07j),0j,0j,0j,0j,0j,0j
line8,8,9,(2.2039704e-05+3.957209333333333e-06j),(2.2039704e-05+3.957209333333333e-06j),(2.2039704e-05+3.957209333333333e-06j),(9.795424e-06+2.839253333333333e-07j),(9.795424e-06+2.839253333333333e-07j),(9.795424e-06+2.839253333333333e-07j),0j,0j,0j,0j,0j,0j
line9,9,10,(2.7226296e-05+4.888457333333333e-06j),(2.7226296e-05+4.888457333333333e-06j),(2.7226296e-05+4.888457333333333e-06j),(1.2100576e-05+3.507413333333333e-07j),(1.2100576e-05+3.507413333333333e-07j),(1.2100576e-05+3.507413333333333e-07j),0j,0j,0j,0j,0j,0j
line10,10,11,(0.00032810741999999996+5.891139666666666e-05j),(0.00032810741999999996+5.891139666666666e-05j),(0.00032810741999999996+5.891139666666666e-05j),(0.00014582552+4.226826666666666e-06j),(0.00014582552+4.226826666666666e-06j),(0.00014582552+4.226826666666666e-06j),0j,0j,0j,0j,0j,0j
line11,11,12,(3.3143184e-05+5.950829333333333e-06j),(3.3143184e-05+5.950829333333333e-06j),(3.3143184e-05+5.950829333333333e-06j),(1.4730304000000001e-05+4.2696533333333333e-07j),(1.4730304000000001e-05+4.2696533333333333e-07j),(1.4730304000000001e-05+4.2696533333333333e-07j),0j,0j,0j,0j,0j,0j
line12,12,13,(2.3539626e-05+4.2265189999999996e-06j),(2.3539626e-05+4.2265189999999996e-06j),(2.3539626e-05+4.2265189999999996e-06j),(1.0462056e-05+3.0324799999999996e-07j),(1.0462056e-05+3.0324799999999996e-07j),(1.0462056e-05+3.0324799999999996e-07j),0j,0j,0j,0j,0j,0j
line13,13,14,(2.7996336e-05+5.0267173333333335e-06j),(2.7996336e-05+5.0267173333333335e-06j),(2.7996336e-05+5.0267173333333335e-06j),(1.2442816000000001e-05+3.606613333333333e-07j),(1.2442816000000001e-05+3.606613333333333e-07j),(1.2442816000000001e-05+3.606613333333333e-07j),0j,0j,0j,0j,0j,0j
line14,14,15,(3.0534984e-05+5.482529333333333e-06j),(3.0534984e-05+5.482529333333333e-06j),(3.0534984e-05+5.482529333333333e-06j),(1.3571104e-05+3.933653333333333e-07j),(1.3571104e-05+3.933653333333333e-07j),(1.3571104e-05+3.933653333333333e-07j),0j,0j,0j,0j,0j,0j
line15,15,16,(2.4115086e-05+4.3298423333333335e-06j),(2.4115086e-05+4.3298423333333335e-06j),(2.4115086e-05+4.3298423333333335e-06j),(1.0717816e-05+3.106613333333333e-07j),(1.0717816e-05+3.106613333333333e-07j),(1.0717816e-05+3.106613333333333e-07j),0j,0j,0j,0j,0j,0j
line16,16,17,(2.8698066000000003e-05+5.152712333333333e-06j),(2.8698066000000003e-05+5.152712333333333e-06j),(2.8698066000000003e-05+5.152712333333333e-06j),(1.2754696e-05+3.6970133333333335e-07j),(1.2754696e-05+3.6970133333333335e-07j),(1.2754696e-05+3.6970133333333335e-07j),0j,0j,0j,0j,0j,0j
line17,17,18,(0.00017765982+3.1898663333333335e-05j),(0.00017765982+3.1898663333333335e-05j),(0.00017765982+3.1898663333333335e-05j),(7.895992e-05+2.2886933333333334e-06j),(7.895992e-05+2.2886933333333334e-06j),(7.895992e-05+2.2886933333333334e-06j),0j,0j,0j,0j,0j,0j
line18,18,19,(2.4087347999999997e-05+4.324861999999999e-06j),(2.4087347999999997e-05+4.324861999999999e-06j),(2.4087347999999997e-05+4.324861999999999e-06j),(1.0705488e-05+3.1030399999999997e-07j),(1.0705488e-05+3.1030399999999997e-07j),(1.0705488e-05+3.1030399999999997e-07j),0j,0j,0j,0j,0j,0j
line19,19,20,(2.1530898e-05+3.8658536666666666e-06j),(2.1530898e-05+3.8658536666666666e-06j),(2.1530898e-05+3.8658536666666666e-06j),(9.569287999999999e-06+2.7737066666666663e-07j),(9.569287999999999e-06+2.7737066666666663e-07j),(9.569287999999999e-06+2.7737066666666663e-07j),0j,0j,0j,0j,0j,0j
line20,20,21,(1.8188262e-05+3.265686333333333e-06j),(1.8188262e-05+3.265686333333333e-06j),(1.8188262e-05+3.265686333333333e-06j),(8.083672e-06+2.343093333333333e-07j),(8.083672e-06+2.343093333333333e-07j),(8.083672e-06+2.343093333333333e-07j),0j,0j,0j,0j,0j,0j
