,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(0.0003652704999999999+9.471599999999999e-05j),(0.0003652704999999999+9.471599999999999e-05j),(0.0003652704999999999+9.471599999999999e-05j),(0.00016794549999999997+3.946499999999997e-06j),(0.00016794549999999997+3.946499999999997e-06j),(0.00016794549999999997+3.946499999999997e-06j),0j,0j,0j,0j,0j,0j
line2,2,3,(1.192661633333333e-05+3.092616e-06j),(1.192661633333333e-05+3.092616e-06j),(1.192661633333333e-05+3.092616e-06j),(5.483666333333333e-06+1.288589999999999e-07j),(5.483666333333333e-06+1.288589999999999e-07j),(5.483666333333333e-06+1.288589999999999e-07j),0j,0j,0j,0j,0j,0j
line3,3,4,(1.7012636666666662e-05+4.41144e-06j),(1.7012636666666662e-05+4.41144e-06j),(1.7012636666666662e-05+4.41144e-06j),(7.822136666666666e-06+1.8380999999999987e-07j),(7.822136666666666e-06+1.8380999999999987e-07j),(7.822136666666666e-06+1.8380999999999987e-07j),0j,0j,0j,0j,0j,0j
line4,4,5,(1.6889907999999998e-05+4.379616e-06j),(1.6889907999999998e-05+4.379616e-06j),(1.6889907999999998e-05+4.379616e-06j),(7.765708e-06+1.8248399999999988e-07j),(7.765708e-06+1.8248399999999988e-07j),(7.765708e-06+1.8248399999999988e-07j),0j,0j,0j,0j,0j,0j
line5,5,6,(1.7264480333333332e-05+4.476744e-06j),(1.7264480333333332e-05+4.476744e-06j),(1.7264480333333332e-05+4.476744e-06j),(7.937930333333334e-06+1.8653099999999989e-07j),(7.937930333333334e-06+1.8653099999999989e-07j),(7.937930333333334e-06+1.8653099999999989e-07j),0j,0j,0j,0j,0j,0j
line6,6,7,(1.1718088666666666e-05+3.038544e-06j),(1.1718088666666666e-05+3.038544e-06j),(1.1718088666666666e-05+3.038544e-06j),(5.387788666666667e-06+1.2660599999999994e-07j),(5.387788666666667e-06+1.2660599999999994e-07j),(5.387788666666667e-06+1.2660599999999994e-07j),0j,0j,0j,0j,0j,0j
line7,7,8,(1.1387665333333332e-05+2.952864e-06j),(1.1387665333333332e-05+2.952864e-06j),(1.1387665333333332e-05+2.952864e-06j),(5.235865333333333e-06+1.230359999999999e-07j),(5.235865333333333e-06+1.230359999999999e-07j),(5.235865333333333e-06+1.230359999999999e-07j),0j,0j,0j,0j,0j,0j
line8,8,9,(0.00017407478666666665+4.5138240000000004e-05j),(0.00017407478666666665+4.5138240000000004e-05j),(0.00017407478666666665+4.5138240000000004e-05j),(8.003678666666667e-05+1.8807599999999987e-06j),(8.003678666666667e-05+1.8807599999999987e-06j),(8.003678666666667e-05+1.8807599999999987e-06j),0j,0j,0j,0j,0j,0j
line9,9,10,(0.00043166059999999993+0.0001119312j),(0.00043166059999999993+0.0001119312j),(0.00043166059999999993+0.0001119312j),(0.0001984706+4.663799999999997e-06j),(0.0001984706+4.663799999999997e-06j),(0.0001984706+4.663799999999997e-06j),0j,0j,0j,0j,0j,0j
