,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(0.00022660750666666666+7.071206666666666e-05j),(0.00022660750666666666+7.071206666666666e-05j),(0.00022660750666666666+7.071206666666666e-05j),(0.00010425918666666665+2.6311466666666642e-06j),(0.00010425918666666665+2.6311466666666642e-06j),(0.00010425918666666665+2.6311466666666642e-06j),0j,0j,0j,0j,0j,0j
line2,2,3,(1.9635122e-05+6.127070000000001e-06j),(1.9635122e-05+6.127070000000001e-06j),(1.9635122e-05+6.127070000000001e-06j),(9.033865999999999e-06+2.279839999999998e-07j),(9.033865999999999e-06+2.279839999999998e-07j),(9.033865999999999e-06+2.279839999999998e-07j),0j,0j,0j,0j,0j,0j
line3,3,4,(3.247486666666667e-05+1.0133666666666668e-05j),(3.247486666666667e-05+1.0133666666666668e-05j),(3.247486666666667e-05+1.0133666666666668e-05j),(1.4941266666666665e-05+3.7706666666666634e-07j),(1.4941266666666665e-05+3.7706666666666634e-07j),(1.4941266666666665e-05+3.7706666666666634e-07j),0j,0j,0j,0j,0j,0j
line4,4,5,(2.3173366666666667e-05+7.231166666666667e-06j),(2.3173366666666667e-05+7.231166666666667e-06j),(2.3173366666666667e-05+7.231166666666667e-06j),(1.0661766666666667e-05+2.6906666666666643e-07j),(1.0661766666666667e-05+2.6906666666666643e-07j),(1.0661766666666667e-05+2.6906666666666643e-07j),0j,0j,0j,0j,0j,0j
line5,5,6,(2.2291906e-05+6.95611e-06j),(2.2291906e-05+6.95611e-06j),(2.2291906e-05+6.95611e-06j),(1.0256217999999998e-05+2.5883199999999973e-07j),(1.0256217999999998e-05+2.5883199999999973e-07j),(1.0256217999999998e-05+2.5883199999999973e-07j),0j,0j,0j,0j,0j,0j
line6,6,7,(2.9914083333333335e-05+9.334583333333334e-06j),(2.9914083333333335e-05+9.334583333333334e-06j),(2.9914083333333335e-05+9.334583333333334e-06j),(1.3763083333333332e-05+3.4733333333333303e-07j),(1.3763083333333332e-05+3.4733333333333303e-07j),(1.3763083333333332e-05+3.4733333333333303e-07j),0j,0j,0j,0j,0j,0j
line7,7,8,(2.9627000000000003e-05+9.245e-06j),(2.9627000000000003e-05+9.245e-06j),(2.9627000000000003e-05+9.245e-06j),(1.3630999999999999e-05+3.439999999999997e-07j),(1.3630999999999999e-05+3.439999999999997e-07j),(1.3630999999999999e-05+3.439999999999997e-07j),0j,0j,0j,0j,0j,0j
line8,8,9,(2.4119593333333336e-05+7.526433333333334e-06j),(2.4119593333333336e-05+7.526433333333334e-06j),(2.4119593333333336e-05+7.526433333333334e-06j),(1.1097113333333333e-05+2.800533333333331e-07j),(1.1097113333333333e-05+2.800533333333331e-07j),(1.1097113333333333e-05+2.800533333333331e-07j),0j,0j,0j,0j,0j,0j
line9,9,10,(0.00012385464+3.86484e-05j),(0.00012385464+3.86484e-05j),(0.00012385464+3.86484e-05j),(5.698391999999999e-05+1.4380799999999986e-06j),(5.698391999999999e-05+1.4380799999999986e-06j),(5.698391999999999e-05+1.4380799999999986e-06j),0j,0j,0j,0j,0j,0j
line10,10,11,(3.733461333333334e-05+1.1650133333333334e-05j),(3.733461333333334e-05+1.1650133333333334e-05j),(3.733461333333334e-05+1.1650133333333334e-05j),(1.717717333333333e-05+4.3349333333333295e-07j),(1.717717333333333e-05+4.3349333333333295e-07j),(1.717717333333333e-05+4.3349333333333295e-07j),0j,0j,0j,0j,0j,0j
line11,11,12,(3.7665333333333333e-05+1.1753333333333335e-05j),(3.7665333333333333e-05+1.1753333333333335e-05j),(3.7665333333333333e-05+1.1753333333333335e-05j),(1.7329333333333334e-05+4.3733333333333296e-07j),(1.7329333333333334e-05+4.3733333333333296e-07j),(1.7329333333333334e-05+4.3733333333333296e-07j),0j,0j,0j,0j,0j,0j
line12,12,13,(3.478531333333334e-05+1.0854633333333334e-05j),(3.478531333333334e-05+1.0854633333333334e-05j),(3.478531333333334e-05+1.0854633333333334e-05j),(1.6004273333333335e-05+4.03893333333333e-07j),(1.6004273333333335e-05+4.03893333333333e-07j),(1.6004273333333335e-05+4.03893333333333e-07j),0j,0j,0j,0j,0j,0j
line13,13,14,(3.452579e-05+1.077365e-05j),(3.452579e-05+1.077365e-05j),(3.452579e-05+1.077365e-05j),(1.588487e-05+4.008799999999996e-07j),(1.588487e-05+4.008799999999996e-07j),(1.588487e-05+4.008799999999996e-07j),0j,0j,0j,0j,0j,0j
line14,14,15,(2.3196333333333337e-05+7.238333333333334e-06j),(2.3196333333333337e-05+7.238333333333334e-06j),(2.3196333333333337e-05+7.238333333333334e-06j),(1.0672333333333333e-05+2.693333333333331e-07j),(1.0672333333333333e-05+2.693333333333331e-07j),(1.0672333333333333e-05+2.693333333333331e-07j),0j,0j,0j,0j,0j,0j
line15,15,16,(4.6631520000000004e-05+1.45512e-05j),(4.6631520000000004e-05+1.45512e-05j),(4.6631520000000004e-05+1.45512e-05j),(2.1454559999999997e-05+5.414399999999995e-07j),(2.1454559999999997e-05+5.414399999999995e-07j),(2.1454559999999997e-05+5.414399999999995e-07j),0j,0j,0j,0j,0j,0j
line16,16,17,(6.645634666666667e-05+2.073746666666667e-05j),(6.645634666666667e-05+2.073746666666667e-05j),(6.645634666666667e-05+2.073746666666667e-05j),(3.057570666666666e-05+7.71626666666666e-07j),(3.057570666666666e-05+7.71626666666666e-07j),(3.057570666666666e-05+7.71626666666666e-07j),0j,0j,0j,0j,0j,0j
line17,17,18,(8.585169666666666e-05+2.6789716666666665e-05j),(8.585169666666666e-05+2.6789716666666665e-05j),(8.585169666666666e-05+2.6789716666666665e-05j),(3.949925666666666e-05+9.968266666666656e-07j),(3.949925666666666e-05+9.968266666666656e-07j),(3.949925666666666e-05+9.968266666666656e-07j),0j,0j,0j,0j,0j,0j
line18,18,19,(9.910116666666667e-05+3.0924166666666664e-05j),(9.910116666666667e-05+3.0924166666666664e-05j),(9.910116666666667e-05+3.0924166666666664e-05j),(4.559516666666666e-05+1.1506666666666656e-06j),(4.559516666666666e-05+1.1506666666666656e-06j),(4.559516666666666e-05+1.1506666666666656e-06j),0j,0j,0j,0j,0j,0j
line19,19,20,(8.935870666666666e-05+2.7884066666666666e-05j),(8.935870666666666e-05+2.7884066666666666e-05j),(8.935870666666666e-05+2.7884066666666666e-05j),(4.111278666666666e-05+1.0375466666666656e-06j),(4.111278666666666e-05+1.0375466666666656e-06j),(4.111278666666666e-05+1.0375466666666656e-06j),0j,0j,0j,0j,0j,0j
line20,20,21,(9.723857e-05+3.034295e-05j),(9.723857e-05+3.034295e-05j),(9.723857e-05+3.034295e-05j),(4.473820999999999e-05+1.1290399999999989e-06j),(4.473820999999999e-05+1.1290399999999989e-06j),(4.473820999999999e-05+1.1290399999999989e-06j),0j,0j,0j,0j,0j,0j
line21,21,22,(8.468269333333333e-05+2.6424933333333335e-05j),(8.468269333333333e-05+2.6424933333333335e-05j),(8.468269333333333e-05+2.6424933333333335e-05j),(3.896141333333333e-05+9.832533333333324e-07j),(3.896141333333333e-05+9.832533333333324e-07j),(3.896141333333333e-05+9.832533333333324e-07j),0j,0j,0j,0j,0j,0j
line22,22,23,(7.511018666666667e-05+2.3437866666666668e-05j),(7.511018666666667e-05+2.3437866666666668e-05j),(7.511018666666667e-05+2.3437866666666668e-05j),(3.4557226666666666e-05+8.721066666666659e-07j),(3.4557226666666666e-05+8.721066666666659e-07j),(3.4557226666666666e-05+8.721066666666659e-07j),0j,0j,0j,0j,0j,0j
line23,23,24,(9.418170666666667e-05+2.9389066666666666e-05j),(9.418170666666667e-05+2.9389066666666666e-05j),(9.418170666666667e-05+2.9389066666666666e-05j),(4.3331786666666665e-05+1.0935466666666656e-06j),(4.3331786666666665e-05+1.0935466666666656e-06j),(4.3331786666666665e-05+1.0935466666666656e-06j),0j,0j,0j,0j,0j,0j
line24,24,25,(9.259471e-05+2.8893849999999998e-05j),(9.259471e-05+2.8893849999999998e-05j),(9.259471e-05+2.8893849999999998e-05j),(4.260162999999999e-05+1.075119999999999e-06j),(4.260162999999999e-05+1.075119999999999e-06j),(4.260162999999999e-05+1.075119999999999e-06j),0j,0j,0j,0j,0j,0j
line25,25,26,(0.00010321679333333333+3.2208433333333335e-05j),(0.00010321679333333333+3.2208433333333335e-05j),(0.00010321679333333333+3.2208433333333335e-05j),(4.748871333333333e-05+1.1984533333333323e-06j),(4.748871333333333e-05+1.1984533333333323e-06j),(4.748871333333333e-05+1.1984533333333323e-06j),0j,0j,0j,0j,0j,0j
line26,26,27,(5.348936666666667e-05+1.6691166666666667e-05j),(5.348936666666667e-05+1.6691166666666667e-05j),(5.348936666666667e-05+1.6691166666666667e-05j),(2.4609766666666663e-05+6.210666666666661e-07j),(2.4609766666666663e-05+6.210666666666661e-07j),(2.4609766666666663e-05+6.210666666666661e-07j),0j,0j,0j,0j,0j,0j
line27,27,28,(8.93633e-05+2.7885500000000003e-05j),(8.93633e-05+2.7885500000000003e-05j),(8.93633e-05+2.7885500000000003e-05j),(4.1114899999999995e-05+1.0375999999999992e-06j),(4.1114899999999995e-05+1.0375999999999992e-06j),(4.1114899999999995e-05+1.0375999999999992e-06j),0j,0j,0j,0j,0j,0j
line28,28,29,(0.00016667606999999998+4.8685449999999996e-05j),(0.00016667606999999998+4.8685449999999996e-05j),(0.00016667606999999998+4.8685449999999996e-05j),(9.393427999999999e-05+6.87324e-06j),(9.393427999999999e-05+6.87324e-06j),(9.393427999999999e-05+6.87324e-06j),0j,0j,0j,0j,0j,0j
line29,29,30,(0.0019154783999999997+0.000559504j),(0.0019154783999999997+0.000559504j),(0.0019154783999999997+0.000559504j),(0.0010795135999999998+7.89888e-05j),(0.0010795135999999998+7.89888e-05j),(0.0010795135999999998+7.89888e-05j),0j,0j,0j,0j,0j,0j
