,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(0.00017556047666666665+2.6211749999999995e-05j),(0.00017556047666666665+2.6211749999999995e-05j),(0.00017556047666666665+2.6211749999999995e-05j),(7.980021666666667e-05+6.989800000000006e-07j),(7.980021666666667e-05+6.989800000000006e-07j),(7.980021666666667e-05+6.989800000000006e-07j),0j,0j,0j,0j,0j,0j
line2,2,3,(2.3128933666666665e-05+3.453224999999999e-06j),(2.3128933666666665e-05+3.453224999999999e-06j),(2.3128933666666665e-05+3.453224999999999e-06j),(1.0513151666666667e-05+9.208600000000007e-08j),(1.0513151666666667e-05+9.208600000000007e-08j),(1.0513151666666667e-05+9.208600000000007e-08j),0j,0j,0j,0j,0j,0j
line3,3,4,(3.8008549333333324e-05+5.674799999999998e-06j),(3.8008549333333324e-05+5.674799999999998e-06j),(3.8008549333333324e-05+5.674799999999998e-06j),(1.7276613333333332e-05+1.5132800000000012e-07j),(1.7276613333333332e-05+1.5132800000000012e-07j),(1.7276613333333332e-05+1.5132800000000012e-07j),0j,0j,0j,0j,0j,0j
line4,4,5,(3.2709435e-05+4.883624999999999e-06j),(3.2709435e-05+4.883624999999999e-06j),(3.2709435e-05+4.883624999999999e-06j),(1.4867925e-05+1.3023000000000013e-07j),(1.4867925e-05+1.3023000000000013e-07j),(1.4867925e-05+1.3023000000000013e-07j),0j,0j,0j,0j,0j,0j
line5,5,6,(2.637149533333333e-05+3.937349999999999e-06j),(2.637149533333333e-05+3.937349999999999e-06j),(2.637149533333333e-05+3.937349999999999e-06j),(1.1987043333333333e-05+1.0499600000000009e-07j),(1.1987043333333333e-05+1.0499600000000009e-07j),(1.1987043333333333e-05+1.0499600000000009e-07j),0j,0j,0j,0j,0j,0j
line6,6,7,(1.9998894666666662e-05+2.9858999999999992e-06j),(1.9998894666666662e-05+2.9858999999999992e-06j),(1.9998894666666662e-05+2.9858999999999992e-06j),(9.090406666666666e-06+7.962400000000007e-08j),(9.090406666666666e-06+7.962400000000007e-08j),(9.090406666666666e-06+7.962400000000007e-08j),0j,0j,0j,0j,0j,0j
line7,7,8,(2.0017983333333327e-05+2.988749999999999e-06j),(2.0017983333333327e-05+2.988749999999999e-06j),(2.0017983333333327e-05+2.988749999999999e-06j),(9.099083333333332e-06+7.970000000000006e-08j),(9.099083333333332e-06+7.970000000000006e-08j),(9.099083333333332e-06+7.970000000000006e-08j),0j,0j,0j,0j,0j,0j
line8,8,9,(4.2778204333333324e-05+6.386924999999998e-06j),(4.2778204333333324e-05+6.386924999999998e-06j),(4.2778204333333324e-05+6.386924999999998e-06j),(1.944463833333333e-05+1.7031800000000014e-07j),(1.944463833333333e-05+1.7031800000000014e-07j),(1.944463833333333e-05+1.7031800000000014e-07j),0j,0j,0j,0j,0j,0j
line9,9,10,(4.5112044999999994e-05+6.735374999999998e-06j),(4.5112044999999994e-05+6.735374999999998e-06j),(4.5112044999999994e-05+6.735374999999998e-06j),(2.0505474999999997e-05+1.7961000000000014e-07j),(2.0505474999999997e-05+1.7961000000000014e-07j),(2.0505474999999997e-05+1.7961000000000014e-07j),0j,0j,0j,0j,0j,0j
line10,10,11,(3.502318233333333e-05+5.229074999999999e-06j),(3.502318233333333e-05+5.229074999999999e-06j),(3.502318233333333e-05+5.229074999999999e-06j),(1.5919628333333332e-05+1.3944200000000012e-07j),(1.5919628333333332e-05+1.3944200000000012e-07j),(1.5919628333333332e-05+1.3944200000000012e-07j),0j,0j,0j,0j,0j,0j
line11,11,12,(2.411702333333333e-05+3.600749999999999e-06j),(2.411702333333333e-05+3.600749999999999e-06j),(2.411702333333333e-05+3.600749999999999e-06j),(1.0962283333333332e-05+9.602000000000007e-08j),(1.0962283333333332e-05+9.602000000000007e-08j),(1.0962283333333332e-05+9.602000000000007e-08j),0j,0j,0j,0j,0j,0j
line12,12,13,(2.0595666666666663e-05+3.0749999999999994e-06j),(2.0595666666666663e-05+3.0749999999999994e-06j),(2.0595666666666663e-05+3.0749999999999994e-06j),(9.361666666666667e-06+8.200000000000007e-08j),(9.361666666666667e-06+8.200000000000007e-08j),(9.361666666666667e-06+8.200000000000007e-08j),0j,0j,0j,0j,0j,0j
line13,13,14,(7.704788666666665e-05+1.1503499999999996e-05j),(7.704788666666665e-05+1.1503499999999996e-05j),(7.704788666666665e-05+1.1503499999999996e-05j),(3.5021766666666664e-05+3.0676000000000024e-07j),(3.5021766666666664e-05+3.0676000000000024e-07j),(3.5021766666666664e-05+3.0676000000000024e-07j),0j,0j,0j,0j,0j,0j
line14,14,15,(6.467541666666666e-05+9.656249999999998e-06j),(6.467541666666666e-05+9.656249999999998e-06j),(6.467541666666666e-05+9.656249999999998e-06j),(2.9397916666666665e-05+2.5750000000000023e-07j),(2.9397916666666665e-05+2.5750000000000023e-07j),(2.9397916666666665e-05+2.5750000000000023e-07j),0j,0j,0j,0j,0j,0j
line15,15,16,(0.0004447056533333332+6.639599999999998e-05j),(0.0004447056533333332+6.639599999999998e-05j),(0.0004447056533333332+6.639599999999998e-05j),(0.00020213893333333332+1.7705600000000013e-06j),(0.00020213893333333332+1.7705600000000013e-06j),(0.00020213893333333332+1.7705600000000013e-06j),0j,0j,0j,0j,0j,0j
line16,16,17,(4.561287133333332e-05+6.810149999999998e-06j),(4.561287133333332e-05+6.810149999999998e-06j),(4.561287133333332e-05+6.810149999999998e-06j),(2.073312333333333e-05+1.8160400000000012e-07j),(2.073312333333333e-05+1.8160400000000012e-07j),(2.073312333333333e-05+1.8160400000000012e-07j),0j,0j,0j,0j,0j,0j
line17,17,18,(2.8349683999999997e-05+4.2326999999999985e-06j),(2.8349683999999997e-05+4.2326999999999985e-06j),(2.8349683999999997e-05+4.2326999999999985e-06j),(1.2886219999999998e-05+1.1287200000000009e-07j),(1.2886219999999998e-05+1.1287200000000009e-07j),(1.2886219999999998e-05+1.1287200000000009e-07j),0j,0j,0j,0j,0j,0j
line18,18,19,(2.2307116333333332e-05+3.3305249999999993e-06j),(2.2307116333333332e-05+3.3305249999999993e-06j),(2.2307116333333332e-05+3.3305249999999993e-06j),(1.0139598333333333e-05+8.881400000000007e-08j),(1.0139598333333333e-05+8.881400000000007e-08j),(1.0139598333333333e-05+8.881400000000007e-08j),0j,0j,0j,0j,0j,0j
line19,19,20,(0.0001763240233333333+2.632574999999999e-05j),(0.0001763240233333333+2.632574999999999e-05j),(0.0001763240233333333+2.632574999999999e-05j),(8.014728333333332e-05+7.020200000000006e-07j),(8.014728333333332e-05+7.020200000000006e-07j),(8.014728333333332e-05+7.020200000000006e-07j),0j,0j,0j,0j,0j,0j
line20,20,21,(3.106780966666666e-05+4.638524999999999e-06j),(3.106780966666666e-05+4.638524999999999e-06j),(3.106780966666666e-05+4.638524999999999e-06j),(1.4121731666666665e-05+1.236940000000001e-07j),(1.4121731666666665e-05+1.236940000000001e-07j),(1.4121731666666665e-05+1.236940000000001e-07j),0j,0j,0j,0j,0j,0j
line21,21,22,(3.7949273999999995e-05+5.665949999999999e-06j),(3.7949273999999995e-05+5.665949999999999e-06j),(3.7949273999999995e-05+5.665949999999999e-06j),(1.724967e-05+1.5109200000000012e-07j),(1.724967e-05+1.5109200000000012e-07j),(1.724967e-05+1.5109200000000012e-07j),0j,0j,0j,0j,0j,0j
line22,22,23,(0.0020912136666666665+0.00031222499999999996j),(0.0020912136666666665+0.00031222499999999996j),(0.0020912136666666665+0.00031222499999999996j),(0.0009505516666666666+8.326000000000006e-06j),(0.0009505516666666666+8.326000000000006e-06j),(0.0009505516666666666+8.326000000000006e-06j),0j,0j,0j,0j,0j,0j
line23,23,24,(0.0003304147733333333+4.933199999999999e-05j),(0.0003304147733333333+4.933199999999999e-05j),(0.0003304147733333333+4.933199999999999e-05j),(0.00015018853333333333+1.3155200000000011e-06j),(0.00015018853333333333+1.3155200000000011e-06j),(0.00015018853333333333+1.3155200000000011e-06j),0j,0j,0j,0j,0j,0j
line24,24,25,(0.00013578069999999997+2.0272499999999993e-05j),(0.00013578069999999997+2.0272499999999993e-05j),(0.00013578069999999997+2.0272499999999993e-05j),(6.171849999999999e-05+5.406000000000004e-07j),(6.171849999999999e-05+5.406000000000004e-07j),(6.171849999999999e-05+5.406000000000004e-07j),0j,0j,0j,0j,0j,0j
line25,25,26,(5.9948459999999994e-05+8.950499999999998e-06j),(5.9948459999999994e-05+8.950499999999998e-06j),(5.9948459999999994e-05+8.950499999999998e-06j),(2.72493e-05+2.386800000000002e-07j),(2.72493e-05+2.386800000000002e-07j),(2.72493e-05+2.386800000000002e-07j),0j,0j,0j,0j,0j,0j
line26,26,27,(3.5950992e-05+5.367599999999999e-06j),(3.5950992e-05+5.367599999999999e-06j),(3.5950992e-05+5.367599999999999e-06j),(1.634136e-05+1.4313600000000012e-07j),(1.634136e-05+1.4313600000000012e-07j),(1.634136e-05+1.4313600000000012e-07j),0j,0j,0j,0j,0j,0j
line27,27,28,(4.831291299999999e-05+7.213274999999998e-06j),(4.831291299999999e-05+7.213274999999998e-06j),(4.831291299999999e-05+7.213274999999998e-06j),(2.1960415e-05+1.9235400000000016e-07j),(2.1960415e-05+1.9235400000000016e-07j),(2.1960415e-05+1.9235400000000016e-07j),0j,0j,0j,0j,0j,0j
line28,28,29,(4.471871799999999e-05+6.676649999999998e-06j),(4.471871799999999e-05+6.676649999999998e-06j),(4.471871799999999e-05+6.676649999999998e-06j),(2.032669e-05+1.7804400000000016e-07j),(2.032669e-05+1.7804400000000016e-07j),(2.032669e-05+1.7804400000000016e-07j),0j,0j,0j,0j,0j,0j
line29,29,30,(5.217736333333333e-05+7.790249999999999e-06j),(5.217736333333333e-05+7.790249999999999e-06j),(5.217736333333333e-05+7.790249999999999e-06j),(2.3716983333333333e-05+2.0774000000000016e-07j),(2.3716983333333333e-05+2.0774000000000016e-07j),(2.3716983333333333e-05+2.0774000000000016e-07j),0j,0j,0j,0j,0j,0j
