,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(0.0011379357999999997+0.00010681499999999996j),(0.0011379357999999997+0.00010681499999999996j),(0.0011379357999999997+0.00010681499999999996j),(0.0005027425999999999+5.6968000000000045e-06j),(0.0005027425999999999+5.6968000000000045e-06j),(0.0005027425999999999+5.6968000000000045e-06j),0j,0j,0j,0j,0j,0j
line2,2,3,(7.2923931e-05+6.845174999999998e-06j),(7.2923931e-05+6.845174999999998e-06j),(7.2923931e-05+6.845174999999998e-06j),(3.2217957e-05+3.650760000000003e-07j),(3.2217957e-05+3.650760000000003e-07j),(3.2217957e-05+3.650760000000003e-07j),0j,0j,0j,0j,0j,0j
line3,3,4,(5.595876399999999e-05+5.252699999999999e-06j),(5.595876399999999e-05+5.252699999999999e-06j),(5.595876399999999e-05+5.252699999999999e-06j),(2.4722707999999998e-05+2.8014400000000024e-07j),(2.4722707999999998e-05+2.8014400000000024e-07j),(2.4722707999999998e-05+2.8014400000000024e-07j),0j,0j,0j,0j,0j,0j
line4,4,5,(8.469399999999999e-05+7.949999999999998e-06j),(8.469399999999999e-05+7.949999999999998e-06j),(8.469399999999999e-05+7.949999999999998e-06j),(3.741799999999999e-05+4.240000000000003e-07j),(3.741799999999999e-05+4.240000000000003e-07j),(3.741799999999999e-05+4.240000000000003e-07j),0j,0j,0j,0j,0j,0j
line5,5,6,(7.1772572e-05+6.7370999999999986e-06j),(7.1772572e-05+6.7370999999999986e-06j),(7.1772572e-05+6.7370999999999986e-06j),(3.1709284e-05+3.593120000000003e-07j),(3.1709284e-05+3.593120000000003e-07j),(3.1709284e-05+3.593120000000003e-07j),0j,0j,0j,0j,0j,0j
line6,6,7,(8.399088e-05+7.883999999999998e-06j),(8.399088e-05+7.883999999999998e-06j),(8.399088e-05+7.883999999999998e-06j),(3.710736e-05+4.2048000000000033e-07j),(3.710736e-05+4.2048000000000033e-07j),(3.710736e-05+4.2048000000000033e-07j),0j,0j,0j,0j,0j,0j
line7,7,8,(0.009072724899999999+0.0008516324999999998j),(0.009072724899999999+0.0008516324999999998j),(0.009072724899999999+0.0008516324999999998j),(0.0040083503+4.542040000000004e-05j),(0.0040083503+4.542040000000004e-05j),(0.0040083503+4.542040000000004e-05j),0j,0j,0j,0j,0j,0j
line8,8,9,(0.00025798910999999997+2.4216749999999995e-05j),(0.00025798910999999997+2.4216749999999995e-05j),(0.00025798910999999997+2.4216749999999995e-05j),(0.00011398016999999999+1.291560000000001e-06j),(0.00011398016999999999+1.291560000000001e-06j),(0.00011398016999999999+1.291560000000001e-06j),0j,0j,0j,0j,0j,0j
line9,9,10,(0.0001775378+1.6664999999999997e-05j),(0.0001775378+1.6664999999999997e-05j),(0.0001775378+1.6664999999999997e-05j),(7.84366e-05+8.888000000000007e-07j),(7.84366e-05+8.888000000000007e-07j),(7.84366e-05+8.888000000000007e-07j),0j,0j,0j,0j,0j,0j
line10,10,11,(0.00023910075+2.2443749999999997e-05j),(0.00023910075+2.2443749999999997e-05j),(0.00023910075+2.2443749999999997e-05j),(0.00010563524999999999+1.197000000000001e-06j),(0.00010563524999999999+1.197000000000001e-06j),(0.00010563524999999999+1.197000000000001e-06j),0j,0j,0j,0j,0j,0j
line11,11,12,(0.00026406150999999997+2.4786749999999994e-05j),(0.00026406150999999997+2.4786749999999994e-05j),(0.00026406150999999997+2.4786749999999994e-05j),(0.00011666296999999999+1.321960000000001e-06j),(0.00011666296999999999+1.321960000000001e-06j),(0.00011666296999999999+1.321960000000001e-06j),0j,0j,0j,0j,0j,0j
line12,12,13,(0.00025703829999999995+2.4127499999999992e-05j),(0.00025703829999999995+2.4127499999999992e-05j),(0.00025703829999999995+2.4127499999999992e-05j),(0.00011356009999999998+1.286800000000001e-06j),(0.00011356009999999998+1.286800000000001e-06j),(0.00011356009999999998+1.286800000000001e-06j),0j,0j,0j,0j,0j,0j
line13,13,14,(0.00033933529999999996+3.1852499999999994e-05j),(0.00033933529999999996+3.1852499999999994e-05j),(0.00033933529999999996+3.1852499999999994e-05j),(0.0001499191+1.6988000000000014e-06j),(0.0001499191+1.6988000000000014e-06j),(0.0001499191+1.6988000000000014e-06j),0j,0j,0j,0j,0j,0j
line14,14,15,(0.0058740083+0.0005513774999999999j),(0.0058740083+0.0005513774999999999j),(0.0058740083+0.0005513774999999999j),(0.0025951500999999997+2.9406800000000025e-05j),(0.0025951500999999997+2.9406800000000025e-05j),(0.0025951500999999997+2.9406800000000025e-05j),0j,0j,0j,0j,0j,0j
line15,15,16,(0.009024864799999999+0.0008471399999999997j),(0.009024864799999999+0.0008471399999999997j),(0.009024864799999999+0.0008471399999999997j),(0.003987205599999999+4.518080000000003e-05j),(0.003987205599999999+4.518080000000003e-05j),(0.003987205599999999+4.518080000000003e-05j),0j,0j,0j,0j,0j,0j
line16,16,17,(0.005504231099999999+0.0005166674999999998j),(0.005504231099999999+0.0005166674999999998j),(0.005504231099999999+0.0005166674999999998j),(0.0024317816999999994+2.755560000000002e-05j),(0.0024317816999999994+2.755560000000002e-05j),(0.0024317816999999994+2.755560000000002e-05j),0j,0j,0j,0j,0j,0j
