,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(0.0003720682533333333+5.5550999999999984e-05j),(0.0003720682533333333+5.5550999999999984e-05j),(0.0003720682533333333+5.5550999999999984e-05j),(0.00016912193333333333+1.4813600000000011e-06j),(0.00016912193333333333+1.4813600000000011e-06j),(0.00016912193333333333+1.4813600000000011e-06j),0j,0j,0j,0j,0j,0j
line2,2,3,(1.8915863999999998e-05+2.8241999999999996e-06j),(1.8915863999999998e-05+2.8241999999999996e-06j),(1.8915863999999998e-05+2.8241999999999996e-06j),(8.59812e-06+7.531200000000006e-08j),(8.59812e-06+7.531200000000006e-08j),(8.59812e-06+7.531200000000006e-08j),0j,0j,0j,0j,0j,0j
line3,3,4,(1.8935957333333332e-05+2.8271999999999994e-06j),(1.8935957333333332e-05+2.8271999999999994e-06j),(1.8935957333333332e-05+2.8271999999999994e-06j),(8.607253333333333e-06+7.539200000000006e-08j),(8.607253333333333e-06+7.539200000000006e-08j),(8.607253333333333e-06+7.539200000000006e-08j),0j,0j,0j,0j,0j,0j
line4,4,5,(2.995966233333333e-05+4.473074999999999e-06j),(2.995966233333333e-05+4.473074999999999e-06j),(2.995966233333333e-05+4.473074999999999e-06j),(1.3618028333333332e-05+1.192820000000001e-07j),(1.3618028333333332e-05+1.192820000000001e-07j),(1.3618028333333332e-05+1.192820000000001e-07j),0j,0j,0j,0j,0j,0j
line5,5,6,(3.185345899999999e-05+4.755824999999999e-06j),(3.185345899999999e-05+4.755824999999999e-06j),(3.185345899999999e-05+4.755824999999999e-06j),(1.4478844999999997e-05+1.268220000000001e-07j),(1.4478844999999997e-05+1.268220000000001e-07j),(1.4478844999999997e-05+1.268220000000001e-07j),0j,0j,0j,0j,0j,0j
line6,6,7,(3.383566633333333e-05+5.051774999999999e-06j),(3.383566633333333e-05+5.051774999999999e-06j),(3.383566633333333e-05+5.051774999999999e-06j),(1.5379848333333332e-05+1.347140000000001e-07j),(1.5379848333333332e-05+1.347140000000001e-07j),(1.5379848333333332e-05+1.347140000000001e-07j),0j,0j,0j,0j,0j,0j
line7,7,8,(2.6126356666666664e-05+3.900749999999999e-06j),(2.6126356666666664e-05+3.900749999999999e-06j),(2.6126356666666664e-05+3.900749999999999e-06j),(1.1875616666666665e-05+1.0402000000000008e-07j),(1.1875616666666665e-05+1.0402000000000008e-07j),(1.1875616666666665e-05+1.0402000000000008e-07j),0j,0j,0j,0j,0j,0j
line8,8,9,(0.0008256350666666666+0.00012326999999999995j),(0.0008256350666666666+0.00012326999999999995j),(0.0008256350666666666+0.00012326999999999995j),(0.00037528866666666663+3.2872000000000026e-06j),(0.00037528866666666663+3.2872000000000026e-06j),(0.00037528866666666663+3.2872000000000026e-06j),0j,0j,0j,0j,0j,0j
line9,9,10,(0.0002707827833333333+4.042874999999999e-05j),(0.0002707827833333333+4.042874999999999e-05j),(0.0002707827833333333+4.042874999999999e-05j),(0.00012308308333333333+1.078100000000001e-06j),(0.00012308308333333333+1.078100000000001e-06j),(0.00012308308333333333+1.078100000000001e-06j),0j,0j,0j,0j,0j,0j
line10,10,11,(0.0002707827833333333+4.042874999999999e-05j),(0.0002707827833333333+4.042874999999999e-05j),(0.0002707827833333333+4.042874999999999e-05j),(0.00012308308333333333+1.078100000000001e-06j),(0.00012308308333333333+1.078100000000001e-06j),(0.00012308308333333333+1.078100000000001e-06j),0j,0j,0j,0j,0j,0j
line11,11,12,(0.00011620476999999999+1.7349749999999994e-05j),(0.00011620476999999999+1.7349749999999994e-05j),(0.00011620476999999999+1.7349749999999994e-05j),(5.2820349999999996e-05+4.626600000000004e-07j),(5.2820349999999996e-05+4.626600000000004e-07j),(5.2820349999999996e-05+4.626600000000004e-07j),0j,0j,0j,0j,0j,0j
line12,12,13,(0.00010795143333333332+1.6117499999999996e-05j),(0.00010795143333333332+1.6117499999999996e-05j),(0.00010795143333333332+1.6117499999999996e-05j),(4.9068833333333334e-05+4.2980000000000037e-07j),(4.9068833333333334e-05+4.2980000000000037e-07j),(4.9068833333333334e-05+4.2980000000000037e-07j),0j,0j,0j,0j,0j,0j
line13,13,14,(0.00010046666666666665+1.4999999999999997e-05j),(0.00010046666666666665+1.4999999999999997e-05j),(0.00010046666666666665+1.4999999999999997e-05j),(4.566666666666667e-05+4.0000000000000035e-07j),(4.566666666666667e-05+4.0000000000000035e-07j),(4.566666666666667e-05+4.0000000000000035e-07j),0j,0j,0j,0j,0j,0j
line14,14,15,(0.00011977635999999998+1.7882999999999995e-05j),(0.00011977635999999998+1.7882999999999995e-05j),(0.00011977635999999998+1.7882999999999995e-05j),(5.44438e-05+4.768800000000004e-07j),(5.44438e-05+4.768800000000004e-07j),(5.44438e-05+4.768800000000004e-07j),0j,0j,0j,0j,0j,0j
line15,15,16,(0.0006334925666666666+9.458249999999998e-05j),(0.0006334925666666666+9.458249999999998e-05j),(0.0006334925666666666+9.458249999999998e-05j),(0.0002879511666666667+2.5222000000000023e-06j),(0.0002879511666666667+2.5222000000000023e-06j),(0.0002879511666666667+2.5222000000000023e-06j),0j,0j,0j,0j,0j,0j
line16,16,17,(0.0008975189666666665+0.00013400249999999996j),(0.0008975189666666665+0.00013400249999999996j),(0.0008975189666666665+0.00013400249999999996j),(0.00040796316666666664+3.573400000000003e-06j),(0.00040796316666666664+3.573400000000003e-06j),(0.00040796316666666664+3.573400000000003e-06j),0j,0j,0j,0j,0j,0j
line17,17,18,(0.0002639711433333333+3.941174999999999e-05j),(0.0002639711433333333+3.941174999999999e-05j),(0.0002639711433333333+3.941174999999999e-05j),(0.00011998688333333333+1.050980000000001e-06j),(0.00011998688333333333+1.050980000000001e-06j),(0.00011998688333333333+1.050980000000001e-06j),0j,0j,0j,0j,0j,0j
line18,18,19,(0.0014469209333333331+0.00021602999999999992j),(0.0014469209333333331+0.00021602999999999992j),(0.0014469209333333331+0.00021602999999999992j),(0.0006576913333333332+5.760800000000004e-06j),(0.0006576913333333332+5.760800000000004e-06j),(0.0006576913333333332+5.760800000000004e-06j),0j,0j,0j,0j,0j,0j
line19,19,20,(0.0005992836666666666+8.947499999999998e-05j),(0.0005992836666666666+8.947499999999998e-05j),(0.0005992836666666666+8.947499999999998e-05j),(0.00027240166666666666+2.3860000000000022e-06j),(0.00027240166666666666+2.3860000000000022e-06j),(0.00027240166666666666+2.3860000000000022e-06j),0j,0j,0j,0j,0j,0j
line20,20,21,(0.0007621401333333332+0.00011378999999999998j),(0.0007621401333333332+0.00011378999999999998j),(0.0007621401333333332+0.00011378999999999998j),(0.00034642733333333333+3.0344000000000027e-06j),(0.00034642733333333333+3.0344000000000027e-06j),(0.00034642733333333333+3.0344000000000027e-06j),0j,0j,0j,0j,0j,0j
line21,21,22,(0.0007619894333333332+0.00011376749999999996j),(0.0007619894333333332+0.00011376749999999996j),(0.0007619894333333332+0.00011376749999999996j),(0.0003463588333333333+3.033800000000002e-06j),(0.0003463588333333333+3.033800000000002e-06j),(0.0003463588333333333+3.033800000000002e-06j),0j,0j,0j,0j,0j,0j
line22,22,23,(0.00026354415999999995+3.934799999999999e-05j),(0.00026354415999999995+3.934799999999999e-05j),(0.00026354415999999995+3.934799999999999e-05j),(0.0001197928+1.0492800000000008e-06j),(0.0001197928+1.0492800000000008e-06j),(0.0001197928+1.0492800000000008e-06j),0j,0j,0j,0j,0j,0j
line23,23,24,(0.00013273153666666665+1.9817249999999997e-05j),(0.00013273153666666665+1.9817249999999997e-05j),(0.00013273153666666665+1.9817249999999997e-05j),(6.033251666666667e-05+5.284600000000005e-07j),(6.033251666666667e-05+5.284600000000005e-07j),(6.033251666666667e-05+5.284600000000005e-07j),0j,0j,0j,0j,0j,0j
line24,24,25,(0.0001676738433333333+2.503424999999999e-05j),(0.0001676738433333333+2.503424999999999e-05j),(0.0001676738433333333+2.503424999999999e-05j),(7.621538333333333e-05+6.675800000000005e-07j),(7.621538333333333e-05+6.675800000000005e-07j),(7.621538333333333e-05+6.675800000000005e-07j),0j,0j,0j,0j,0j,0j
line25,25,26,(0.0003880575233333333+5.7938249999999984e-05j),(0.0003880575233333333+5.7938249999999984e-05j),(0.0003880575233333333+5.7938249999999984e-05j),(0.00017638978333333333+1.5450200000000012e-06j),(0.00017638978333333333+1.5450200000000012e-06j),(0.00017638978333333333+1.5450200000000012e-06j),0j,0j,0j,0j,0j,0j
line26,26,27,(0.0006950283999999999+0.00010376999999999996j),(0.0006950283999999999+0.00010376999999999996j),(0.0006950283999999999+0.00010376999999999996j),(0.00031592199999999995+2.767200000000002e-06j),(0.00031592199999999995+2.767200000000002e-06j),(0.00031592199999999995+2.767200000000002e-06j),0j,0j,0j,0j,0j,0j
line27,27,28,(0.0011198014666666666+0.00016718999999999995j),(0.0011198014666666666+0.00016718999999999995j),(0.0011198014666666666+0.00016718999999999995j),(0.0005090006666666667+4.458400000000004e-06j),(0.0005090006666666667+4.458400000000004e-06j),(0.0005090006666666667+4.458400000000004e-06j),0j,0j,0j,0j,0j,0j
line28,28,29,(0.0007158752333333333+0.00010688249999999998j),(0.0007158752333333333+0.00010688249999999998j),(0.0007158752333333333+0.00010688249999999998j),(0.00032539783333333333+2.8502000000000024e-06j),(0.00032539783333333333+2.8502000000000024e-06j),(0.00032539783333333333+2.8502000000000024e-06j),0j,0j,0j,0j,0j,0j
line29,29,30,(0.0002412305133333333+3.601649999999999e-05j),(0.0002412305133333333+3.601649999999999e-05j),(0.0002412305133333333+3.601649999999999e-05j),(0.00010965023333333332+9.604400000000006e-07j),(0.00010965023333333332+9.604400000000006e-07j),(0.00010965023333333332+9.604400000000006e-07j),0j,0j,0j,0j,0j,0j
line30,30,31,(0.00023272600999999995+3.474674999999999e-05j),(0.00023272600999999995+3.474674999999999e-05j),(0.00023272600999999995+3.474674999999999e-05j),(0.00010578454999999999+9.265800000000007e-07j),(0.00010578454999999999+9.265800000000007e-07j),(0.00010578454999999999+9.265800000000007e-07j),0j,0j,0j,0j,0j,0j
line31,31,32,(0.0002032993233333333+3.0353249999999993e-05j),(0.0002032993233333333+3.0353249999999993e-05j),(0.0002032993233333333+3.0353249999999993e-05j),(9.240878333333333e-05+8.094200000000007e-07j),(9.240878333333333e-05+8.094200000000007e-07j),(9.240878333333333e-05+8.094200000000007e-07j),0j,0j,0j,0j,0j,0j
line32,32,33,(0.00013191775666666664+1.9695749999999995e-05j),(0.00013191775666666664+1.9695749999999995e-05j),(0.00013191775666666664+1.9695749999999995e-05j),(5.9962616666666664e-05+5.252200000000004e-07j),(5.9962616666666664e-05+5.252200000000004e-07j),(5.9962616666666664e-05+5.252200000000004e-07j),0j,0j,0j,0j,0j,0j
line33,33,34,(0.00042014155333333327+6.272849999999998e-05j),(0.00042014155333333327+6.272849999999998e-05j),(0.00042014155333333327+6.272849999999998e-05j),(0.00019097343333333332+1.6727600000000013e-06j),(0.00019097343333333332+1.6727600000000013e-06j),(0.00019097343333333332+1.6727600000000013e-06j),0j,0j,0j,0j,0j,0j
line34,34,35,(0.0009576984999999999+0.00014298749999999997j),(0.0009576984999999999+0.00014298749999999997j),(0.0009576984999999999+0.00014298749999999997j),(0.0004353175+3.813000000000003e-06j),(0.0004353175+3.813000000000003e-06j),(0.0004353175+3.813000000000003e-06j),0j,0j,0j,0j,0j,0j
line35,35,36,(0.0007528469666666665+0.00011240249999999997j),(0.0007528469666666665+0.00011240249999999997j),(0.0007528469666666665+0.00011240249999999997j),(0.00034220316666666665+2.9974000000000024e-06j),(0.00034220316666666665+2.9974000000000024e-06j),(0.00034220316666666665+2.9974000000000024e-06j),0j,0j,0j,0j,0j,0j
line36,36,37,(0.0013130490999999998+0.00019604249999999996j),(0.0013130490999999998+0.00019604249999999996j),(0.0013130490999999998+0.00019604249999999996j),(0.0005968405+5.227800000000004e-06j),(0.0005968405+5.227800000000004e-06j),(0.0005968405+5.227800000000004e-06j),0j,0j,0j,0j,0j,0j
line37,37,38,(0.0004224372166666666+6.307124999999998e-05j),(0.0004224372166666666+6.307124999999998e-05j),(0.0004224372166666666+6.307124999999998e-05j),(0.00019201691666666666+1.6819000000000012e-06j),(0.00019201691666666666+1.6819000000000012e-06j),(0.00019201691666666666+1.6819000000000012e-06j),0j,0j,0j,0j,0j,0j
line38,38,39,(0.00032901828666666663+4.9123499999999985e-05j),(0.00032901828666666663+4.9123499999999985e-05j),(0.00032901828666666663+4.9123499999999985e-05j),(0.00014955376666666667+1.309960000000001e-06j),(0.00014955376666666667+1.309960000000001e-06j),(0.00014955376666666667+1.309960000000001e-06j),0j,0j,0j,0j,0j,0j
