,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(6.670482e-05+2.0981089999999997e-05j),(6.670482e-05+2.0981089999999997e-05j),(6.670482e-05+2.0981089999999997e-05j),(4.112627999999999e-05+2.6748799999999995e-06j),(4.112627999999999e-05+2.6748799999999995e-06j),(4.112627999999999e-05+2.6748799999999995e-06j),0j,0j,0j,0j,0j,0j
line2,2,3,(1.3796355999999999e-05+4.339455333333333e-06j),(1.3796355999999999e-05+4.339455333333333e-06j),(1.3796355999999999e-05+4.339455333333333e-06j),(8.506023999999999e-06+5.532373333333333e-07j),(8.506023999999999e-06+5.532373333333333e-07j),(8.506023999999999e-06+5.532373333333333e-07j),0j,0j,0j,0j,0j,0j
line3,3,4,(8.263289999999999e-06+2.5991049999999997e-06j),(8.263289999999999e-06+2.5991049999999997e-06j),(8.263289999999999e-06+2.5991049999999997e-06j),(5.0946599999999994e-06+3.3135999999999997e-07j),(5.0946599999999994e-06+3.3135999999999997e-07j),(5.0946599999999994e-06+3.3135999999999997e-07j),0j,0j,0j,0j,0j,0j
line4,4,5,(8.352399999999998e-06+2.627133333333333e-06j),(8.352399999999998e-06+2.627133333333333e-06j),(8.352399999999998e-06+2.627133333333333e-06j),(5.149599999999999e-06+3.3493333333333326e-07j),(5.149599999999999e-06+3.3493333333333326e-07j),(5.149599999999999e-06+3.3493333333333326e-07j),0j,0j,0j,0j,0j,0j
line5,5,6,(1.0267865999999999e-05+3.2296170000000002e-06j),(1.0267865999999999e-05+3.2296170000000002e-06j),(1.0267865999999999e-05+3.2296170000000002e-06j),(6.330564e-06+4.11744e-07j),(6.330564e-06+4.11744e-07j),(6.330564e-06+4.11744e-07j),0j,0j,0j,0j,0j,0j
line6,6,7,(1.4974203999999997e-05+4.7099313333333325e-06j),(1.4974203999999997e-05+4.7099313333333325e-06j),(1.4974203999999997e-05+4.7099313333333325e-06j),(9.232215999999998e-06+6.004693333333332e-07j),(9.232215999999998e-06+6.004693333333332e-07j),(9.232215999999998e-06+6.004693333333332e-07j),0j,0j,0j,0j,0j,0j
line7,7,8,(1.2614783999999998e-05+3.967808e-06j),(1.2614783999999998e-05+3.967808e-06j),(1.2614783999999998e-05+3.967808e-06j),(7.777535999999998e-06+5.05856e-07j),(7.777535999999998e-06+5.05856e-07j),(7.777535999999998e-06+5.05856e-07j),0j,0j,0j,0j,0j,0j
line8,8,9,(1.2587386e-05+3.959190333333333e-06j),(1.2587386e-05+3.959190333333333e-06j),(1.2587386e-05+3.959190333333333e-06j),(7.760643999999999e-06+5.047573333333333e-07j),(7.760643999999999e-06+5.047573333333333e-07j),(7.760643999999999e-06+5.047573333333333e-07j),0j,0j,0j,0j,0j,0j
line9,9,10,(1.4815667999999997e-05+4.660066e-06j),(1.4815667999999997e-05+4.660066e-06j),(1.4815667999999997e-05+4.660066e-06j),(9.134471999999999e-06+5.94112e-07j),(9.134471999999999e-06+5.94112e-07j),(9.134471999999999e-06+5.94112e-07j),0j,0j,0j,0j,0j,0j
line10,10,11,(9.044e-06+2.8446666666666666e-06j),(9.044e-06+2.8446666666666666e-06j),(9.044e-06+2.8446666666666666e-06j),(5.576e-06+3.6266666666666663e-07j),(5.576e-06+3.6266666666666663e-07j),(5.576e-06+3.6266666666666663e-07j),0j,0j,0j,0j,0j,0j
line11,11,12,(2.1617819999999996e-05+6.799589999999999e-06j),(2.1617819999999996e-05+6.799589999999999e-06j),(2.1617819999999996e-05+6.799589999999999e-06j),(1.3328279999999998e-05+8.668799999999999e-07j),(1.3328279999999998e-05+8.668799999999999e-07j),(1.3328279999999998e-05+8.668799999999999e-07j),0j,0j,0j,0j,0j,0j
line12,12,13,(0.00013762839999999996+4.328913333333333e-05j),(0.00013762839999999996+4.328913333333333e-05j),(0.00013762839999999996+4.328913333333333e-05j),(8.485359999999998e-05+5.518933333333332e-06j),(8.485359999999998e-05+5.518933333333332e-06j),(8.485359999999998e-05+5.518933333333332e-06j),0j,0j,0j,0j,0j,0j
line13,13,14,(7.032773999999999e-05+2.212063e-05j),(7.032773999999999e-05+2.212063e-05j),(7.032773999999999e-05+2.212063e-05j),(4.3359959999999995e-05+2.82016e-06j),(4.3359959999999995e-05+2.82016e-06j),(4.3359959999999995e-05+2.82016e-06j),0j,0j,0j,0j,0j,0j
line14,14,15,(0.00040594259999999994+0.00012768369999999999j),(0.00040594259999999994+0.00012768369999999999j),(0.00040594259999999994+0.00012768369999999999j),(0.00025028039999999994+1.62784e-05j),(0.00025028039999999994+1.62784e-05j),(0.00025028039999999994+1.62784e-05j),0j,0j,0j,0j,0j,0j
line15,15,16,(1.8431405999999997e-05+5.797347e-06j),(1.8431405999999997e-05+5.797347e-06j),(1.8431405999999997e-05+5.797347e-06j),(1.1363724e-05+7.391039999999999e-07j),(1.1363724e-05+7.391039999999999e-07j),(1.1363724e-05+7.391039999999999e-07j),0j,0j,0j,0j,0j,0j
line16,16,17,(2.1655325999999997e-05+6.811386999999999e-06j),(2.1655325999999997e-05+6.811386999999999e-06j),(2.1655325999999997e-05+6.811386999999999e-06j),(1.3351403999999998e-05+8.683839999999999e-07j),(1.3351403999999998e-05+8.683839999999999e-07j),(1.3351403999999998e-05+8.683839999999999e-07j),0j,0j,0j,0j,0j,0j
line17,17,18,(1.6304469999999997e-05+5.128348333333333e-06j),(1.6304469999999997e-05+5.128348333333333e-06j),(1.6304469999999997e-05+5.128348333333333e-06j),(1.0052379999999999e-05+6.538133333333333e-07j),(1.0052379999999999e-05+6.538133333333333e-07j),(1.0052379999999999e-05+6.538133333333333e-07j),0j,0j,0j,0j,0j,0j
line18,18,19,(1.1137154e-05+3.503039666666667e-06j),(1.1137154e-05+3.503039666666667e-06j),(1.1137154e-05+3.503039666666667e-06j),(6.866516e-06+4.466026666666667e-07j),(6.866516e-06+4.466026666666667e-07j),(6.866516e-06+4.466026666666667e-07j),0j,0j,0j,0j,0j,0j
line19,19,20,(2.6440931999999997e-05+8.316634e-06j),(2.6440931999999997e-05+8.316634e-06j),(2.6440931999999997e-05+8.316634e-06j),(1.6301927999999997e-05+1.060288e-06j),(1.6301927999999997e-05+1.060288e-06j),(1.6301927999999997e-05+1.060288e-06j),0j,0j,0j,0j,0j,0j
line20,20,21,(2.6291173999999995e-05+8.269529666666667e-06j),(2.6291173999999995e-05+8.269529666666667e-06j),(2.6291173999999995e-05+8.269529666666667e-06j),(1.6209595999999997e-05+1.0542826666666666e-06j),(1.6209595999999997e-05+1.0542826666666666e-06j),(1.6209595999999997e-05+1.0542826666666666e-06j),0j,0j,0j,0j,0j,0j
