,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(0.0010129721999999999+9.508499999999997e-05j),(0.0010129721999999999+9.508499999999997e-05j),(0.0010129721999999999+9.508499999999997e-05j),(0.0004475334+5.071200000000004e-06j),(0.0004475334+5.071200000000004e-06j),(0.0004475334+5.071200000000004e-06j),0j,0j,0j,0j,0j,0j
line2,2,3,(0.00011746098999999999+1.1025749999999997e-05j),(0.00011746098999999999+1.1025749999999997e-05j),(0.00011746098999999999+1.1025749999999997e-05j),(5.189453e-05+5.880400000000005e-07j),(5.189453e-05+5.880400000000005e-07j),(5.189453e-05+5.880400000000005e-07j),0j,0j,0j,0j,0j,0j
line3,3,4,(9.219661e-05+8.654249999999998e-06j),(9.219661e-05+8.654249999999998e-06j),(9.219661e-05+8.654249999999998e-06j),(4.0732669999999995e-05+4.615600000000004e-07j),(4.0732669999999995e-05+4.615600000000004e-07j),(4.0732669999999995e-05+4.615600000000004e-07j),0j,0j,0j,0j,0j,0j
line4,4,5,(7.3456065e-05+6.895124999999999e-06j),(7.3456065e-05+6.895124999999999e-06j),(7.3456065e-05+6.895124999999999e-06j),(3.2453055e-05+3.677400000000003e-07j),(3.2453055e-05+3.677400000000003e-07j),(3.2453055e-05+3.677400000000003e-07j),0j,0j,0j,0j,0j,0j
line5,5,6,(8.649973999999998e-05+8.119499999999997e-06j),(8.649973999999998e-05+8.119499999999997e-06j),(8.649973999999998e-05+8.119499999999997e-06j),(3.821577999999999e-05+4.3304000000000034e-07j),(3.821577999999999e-05+4.3304000000000034e-07j),(3.821577999999999e-05+4.3304000000000034e-07j),0j,0j,0j,0j,0j,0j
line6,6,7,(0.0087107779+0.0008176574999999998j),(0.0087107779+0.0008176574999999998j),(0.0087107779+0.0008176574999999998j),(0.0038484413+4.360840000000004e-05j),(0.0038484413+4.360840000000004e-05j),(0.0038484413+4.360840000000004e-05j),0j,0j,0j,0j,0j,0j
line7,7,8,(0.00031982372+3.0020999999999993e-05j),(0.00031982372+3.0020999999999993e-05j),(0.00031982372+3.0020999999999993e-05j),(0.00014129884+1.6011200000000014e-06j),(0.00014129884+1.6011200000000014e-06j),(0.00014129884+1.6011200000000014e-06j),0j,0j,0j,0j,0j,0j
line8,8,9,(0.00023810199999999996+2.2349999999999994e-05j),(0.00023810199999999996+2.2349999999999994e-05j),(0.00023810199999999996+2.2349999999999994e-05j),(0.00010519399999999998+1.1920000000000008e-06j),(0.00010519399999999998+1.1920000000000008e-06j),(0.00010519399999999998+1.1920000000000008e-06j),0j,0j,0j,0j,0j,0j
line9,9,10,(0.00029816282999999997+2.7987749999999993e-05j),(0.00029816282999999997+2.7987749999999993e-05j),(0.00029816282999999997+2.7987749999999993e-05j),(0.00013172900999999999+1.4926800000000013e-06j),(0.00013172900999999999+1.4926800000000013e-06j),(0.00013172900999999999+1.4926800000000013e-06j),0j,0j,0j,0j,0j,0j
line10,10,11,(0.00031529339+2.9595749999999992e-05j),(0.00031529339+2.9595749999999992e-05j),(0.00031529339+2.9595749999999992e-05j),(0.00013929733+1.5784400000000013e-06j),(0.00013929733+1.5784400000000013e-06j),(0.00013929733+1.5784400000000013e-06j),0j,0j,0j,0j,0j,0j
line11,11,12,(0.00028676909+2.6918249999999993e-05j),(0.00028676909+2.6918249999999993e-05j),(0.00028676909+2.6918249999999993e-05j),(0.00012669523+1.4356400000000012e-06j),(0.00012669523+1.4356400000000012e-06j),(0.00012669523+1.4356400000000012e-06j),0j,0j,0j,0j,0j,0j
line12,12,13,(0.00034999395999999995+3.285299999999999e-05j),(0.00034999395999999995+3.285299999999999e-05j),(0.00034999395999999995+3.285299999999999e-05j),(0.00015462811999999998+1.7521600000000014e-06j),(0.00015462811999999998+1.7521600000000014e-06j),(0.00015462811999999998+1.7521600000000014e-06j),0j,0j,0j,0j,0j,0j
