,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(6.644147999999999e-05+2.089826e-05j),(6.644147999999999e-05+2.089826e-05j),(6.644147999999999e-05+2.089826e-05j),(4.096392e-05+2.6643199999999998e-06j),(4.096392e-05+2.6643199999999998e-06j),(4.096392e-05+2.6643199999999998e-06j),0j,0j,0j,0j,0j,0j
line2,2,3,(8.45348e-06+2.6589266666666666e-06j),(8.45348e-06+2.6589266666666666e-06j),(8.45348e-06+2.6589266666666666e-06j),(5.21192e-06+3.389866666666667e-07j),(5.21192e-06+3.389866666666667e-07j),(5.21192e-06+3.389866666666667e-07j),0j,0j,0j,0j,0j,0j
line3,3,4,(8.516256e-06+2.678672e-06j),(8.516256e-06+2.678672e-06j),(8.516256e-06+2.678672e-06j),(5.250624e-06+3.41504e-07j),(5.250624e-06+3.41504e-07j),(5.250624e-06+3.41504e-07j),0j,0j,0j,0j,0j,0j
line4,4,5,(8.314361999999999e-06+2.6151689999999997e-06j),(8.314361999999999e-06+2.6151689999999997e-06j),(8.314361999999999e-06+2.6151689999999997e-06j),(5.1261479999999996e-06+3.3340799999999996e-07j),(5.1261479999999996e-06+3.3340799999999996e-07j),(5.1261479999999996e-06+3.3340799999999996e-07j),0j,0j,0j,0j,0j,0j
line5,5,6,(8.250255999999998e-06+2.595005333333333e-06j),(8.250255999999998e-06+2.595005333333333e-06j),(8.250255999999998e-06+2.595005333333333e-06j),(5.086623999999999e-06+3.308373333333333e-07j),(5.086623999999999e-06+3.308373333333333e-07j),(5.086623999999999e-06+3.308373333333333e-07j),0j,0j,0j,0j,0j,0j
line6,6,7,(8.449489999999999e-06+2.6576716666666665e-06j),(8.449489999999999e-06+2.6576716666666665e-06j),(8.449489999999999e-06+2.6576716666666665e-06j),(5.20946e-06+3.3882666666666665e-07j),(5.20946e-06+3.3882666666666665e-07j),(5.20946e-06+3.3882666666666665e-07j),0j,0j,0j,0j,0j,0j
line7,7,8,(8.284569999999998e-06+2.605798333333333e-06j),(8.284569999999998e-06+2.605798333333333e-06j),(8.284569999999998e-06+2.605798333333333e-06j),(5.107779999999999e-06+3.322133333333333e-07j),(5.107779999999999e-06+3.322133333333333e-07j),(5.107779999999999e-06+3.322133333333333e-07j),0j,0j,0j,0j,0j,0j
line8,8,9,(8.515989999999999e-06+2.6785883333333333e-06j),(8.515989999999999e-06+2.6785883333333333e-06j),(8.515989999999999e-06+2.6785883333333333e-06j),(5.25046e-06+3.4149333333333334e-07j),(5.25046e-06+3.4149333333333334e-07j),(5.25046e-06+3.4149333333333334e-07j),0j,0j,0j,0j,0j,0j
line9,9,10,(8.215941999999999e-06+2.5842123333333332e-06j),(8.215941999999999e-06+2.5842123333333332e-06j),(8.215941999999999e-06+2.5842123333333332e-06j),(5.065467999999999e-06+3.294613333333333e-07j),(5.065467999999999e-06+3.294613333333333e-07j),(5.065467999999999e-06+3.294613333333333e-07j),0j,0j,0j,0j,0j,0j
line10,10,11,(0.0006628719999999999+0.00020849733333333333j),(0.0006628719999999999+0.00020849733333333333j),(0.0006628719999999999+0.00020849733333333333j),(0.00040868799999999993+2.658133333333333e-05j),(0.00040868799999999993+2.658133333333333e-05j),(0.00040868799999999993+2.658133333333333e-05j),0j,0j,0j,0j,0j,0j
line11,11,12,(4.300687999999999e-05+1.3527226666666666e-05j),(4.300687999999999e-05+1.3527226666666666e-05j),(4.300687999999999e-05+1.3527226666666666e-05j),(2.6515519999999995e-05+1.7245866666666665e-06j),(2.6515519999999995e-05+1.7245866666666665e-06j),(2.6515519999999995e-05+1.7245866666666665e-06j),0j,0j,0j,0j,0j,0j
line12,12,13,(4.303613999999999e-05+1.3536429999999998e-05j),(4.303613999999999e-05+1.3536429999999998e-05j),(4.303613999999999e-05+1.3536429999999998e-05j),(2.6533559999999993e-05+1.7257599999999998e-06j),(2.6533559999999993e-05+1.7257599999999998e-06j),(2.6533559999999993e-05+1.7257599999999998e-06j),0j,0j,0j,0j,0j,0j
line13,13,14,(4.3012199999999995e-05+1.35289e-05j),(4.3012199999999995e-05+1.35289e-05j),(4.3012199999999995e-05+1.35289e-05j),(2.6518799999999998e-05+1.7248e-06j),(2.6518799999999998e-05+1.7248e-06j),(2.6518799999999998e-05+1.7248e-06j),0j,0j,0j,0j,0j,0j
line14,14,15,(4.318776e-05+1.3584119999999999e-05j),(4.318776e-05+1.3584119999999999e-05j),(4.318776e-05+1.3584119999999999e-05j),(2.6627039999999997e-05+1.73184e-06j),(2.6627039999999997e-05+1.73184e-06j),(2.6627039999999997e-05+1.73184e-06j),0j,0j,0j,0j,0j,0j
line15,15,16,(4.306539999999999e-05+1.3545633333333331e-05j),(4.306539999999999e-05+1.3545633333333331e-05j),(4.306539999999999e-05+1.3545633333333331e-05j),(2.6551599999999995e-05+1.7269333333333331e-06j),(2.6551599999999995e-05+1.7269333333333331e-06j),(2.6551599999999995e-05+1.7269333333333331e-06j),0j,0j,0j,0j,0j,0j
line16,16,17,(3.4976339999999995e-05+1.100133e-05j),(3.4976339999999995e-05+1.100133e-05j),(3.4976339999999995e-05+1.100133e-05j),(2.1564359999999997e-05+1.4025599999999999e-06j),(2.1564359999999997e-05+1.4025599999999999e-06j),(2.1564359999999997e-05+1.4025599999999999e-06j),0j,0j,0j,0j,0j,0j
line17,17,18,(3.5112e-05+1.1044e-05j),(3.5112e-05+1.1044e-05j),(3.5112e-05+1.1044e-05j),(2.1647999999999997e-05+1.408e-06j),(2.1647999999999997e-05+1.408e-06j),(2.1647999999999997e-05+1.408e-06j),0j,0j,0j,0j,0j,0j
