,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(0.00021921591999999996+6.895137333333332e-05j),(0.00021921591999999996+6.895137333333332e-05j),(0.00021921591999999996+6.895137333333332e-05j),(0.00013515567999999997+8.790613333333332e-06j),(0.00013515567999999997+8.790613333333332e-06j),(0.00013515567999999997+8.790613333333332e-06j),0j,0j,0j,0j,0j,0j
line2,2,3,(2.444008e-05+7.687293333333334e-06j),(2.444008e-05+7.687293333333334e-06j),(2.444008e-05+7.687293333333334e-06j),(1.5068319999999999e-05+9.800533333333333e-07j),(1.5068319999999999e-05+9.800533333333333e-07j),(1.5068319999999999e-05+9.800533333333333e-07j),0j,0j,0j,0j,0j,0j
line3,3,4,(3.2060979999999995e-05+1.0084343333333333e-05j),(3.2060979999999995e-05+1.0084343333333333e-05j),(3.2060979999999995e-05+1.0084343333333333e-05j),(1.9766919999999997e-05+1.2856533333333331e-06j),(1.9766919999999997e-05+1.2856533333333331e-06j),(1.9766919999999997e-05+1.2856533333333331e-06j),0j,0j,0j,0j,0j,0j
line4,4,5,(0.0004928713999999999+0.00015502596666666665j),(0.0004928713999999999+0.00015502596666666665j),(0.0004928713999999999+0.00015502596666666665j),(0.00030387559999999993+1.9764266666666663e-05j),(0.00030387559999999993+1.9764266666666663e-05j),(0.00030387559999999993+1.9764266666666663e-05j),0j,0j,0j,0j,0j,0j
line5,5,6,(1.4552327999999998e-05+4.577236e-06j),(1.4552327999999998e-05+4.577236e-06j),(1.4552327999999998e-05+4.577236e-06j),(8.972111999999998e-06+5.83552e-07j),(8.972111999999998e-06+5.83552e-07j),(8.972111999999998e-06+5.83552e-07j),0j,0j,0j,0j,0j,0j
line6,6,7,(1.0013038e-05+3.1494643333333335e-06j),(1.0013038e-05+3.1494643333333335e-06j),(1.0013038e-05+3.1494643333333335e-06j),(6.173452e-06+4.0152533333333333e-07j),(6.173452e-06+4.0152533333333333e-07j),(6.173452e-06+4.0152533333333333e-07j),0j,0j,0j,0j,0j,0j
line7,7,8,(9.931642e-06+3.123862333333333e-06j),(9.931642e-06+3.123862333333333e-06j),(9.931642e-06+3.123862333333333e-06j),(6.1232679999999994e-06+3.9826133333333334e-07j),(6.1232679999999994e-06+3.9826133333333334e-07j),(6.1232679999999994e-06+3.9826133333333334e-07j),0j,0j,0j,0j,0j,0j
line8,8,9,(1.0121832e-05+3.183684e-06j),(1.0121832e-05+3.183684e-06j),(1.0121832e-05+3.183684e-06j),(6.240528e-06+4.05888e-07j),(6.240528e-06+4.05888e-07j),(6.240528e-06+4.05888e-07j),0j,0j,0j,0j,0j,0j
line9,9,10,(1.0129013999999999e-05+3.185943e-06j),(1.0129013999999999e-05+3.185943e-06j),(1.0129013999999999e-05+3.185943e-06j),(6.244955999999999e-06+4.06176e-07j),(6.244955999999999e-06+4.06176e-07j),(6.244955999999999e-06+4.06176e-07j),0j,0j,0j,0j,0j,0j
line10,10,11,(9.995481999999999e-06+3.143942333333333e-06j),(9.995481999999999e-06+3.143942333333333e-06j),(9.995481999999999e-06+3.143942333333333e-06j),(6.162627999999999e-06+4.008213333333333e-07j),(6.162627999999999e-06+4.008213333333333e-07j),(6.162627999999999e-06+4.008213333333333e-07j),0j,0j,0j,0j,0j,0j
line11,11,12,(1.0111457999999998e-05+3.1804209999999996e-06j),(1.0111457999999998e-05+3.1804209999999996e-06j),(1.0111457999999998e-05+3.1804209999999996e-06j),(6.2341319999999985e-06+4.0547199999999994e-07j),(6.2341319999999985e-06+4.0547199999999994e-07j),(6.2341319999999985e-06+4.0547199999999994e-07j),0j,0j,0j,0j,0j,0j
line12,12,13,(9.780819999999998e-06+3.076423333333333e-06j),(9.780819999999998e-06+3.076423333333333e-06j),(9.780819999999998e-06+3.076423333333333e-06j),(6.030279999999998e-06+3.9221333333333326e-07j),(6.030279999999998e-06+3.9221333333333326e-07j),(6.030279999999998e-06+3.9221333333333326e-07j),0j,0j,0j,0j,0j,0j
line13,13,14,(1.018115e-05+3.202341666666667e-06j),(1.018115e-05+3.202341666666667e-06j),(1.018115e-05+3.202341666666667e-06j),(6.2771e-06+4.0826666666666667e-07j),(6.2771e-06+4.0826666666666667e-07j),(6.2771e-06+4.0826666666666667e-07j),0j,0j,0j,0j,0j,0j
