,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(0.0013040479+0.00012240749999999998j),(0.0013040479+0.00012240749999999998j),(0.0013040479+0.00012240749999999998j),(0.0005761313+6.528400000000006e-06j),(0.0005761313+6.528400000000006e-06j),(0.0005761313+6.528400000000006e-06j),0j,0j,0j,0j,0j,0j
line2,2,3,(8.562882999999999e-05+8.037749999999998e-06j),(8.562882999999999e-05+8.037749999999998e-06j),(8.562882999999999e-05+8.037749999999998e-06j),(3.783101e-05+4.2868000000000037e-07j),(3.783101e-05+4.2868000000000037e-07j),(3.783101e-05+4.2868000000000037e-07j),0j,0j,0j,0j,0j,0j
line3,3,4,(9.3483e-05+8.774999999999998e-06j),(9.3483e-05+8.774999999999998e-06j),(9.3483e-05+8.774999999999998e-06j),(4.1300999999999996e-05+4.680000000000004e-07j),(4.1300999999999996e-05+4.680000000000004e-07j),(4.1300999999999996e-05+4.680000000000004e-07j),0j,0j,0j,0j,0j,0j
line4,4,5,(7.2879986e-05+6.841049999999999e-06j),(7.2879986e-05+6.841049999999999e-06j),(7.2879986e-05+6.841049999999999e-06j),(3.2198541999999995e-05+3.648560000000003e-07j),(3.2198541999999995e-05+3.648560000000003e-07j),(3.2198541999999995e-05+3.648560000000003e-07j),0j,0j,0j,0j,0j,0j
line5,5,6,(0.00011516785999999998+1.0810499999999996e-05j),(0.00011516785999999998+1.0810499999999996e-05j),(0.00011516785999999998+1.0810499999999996e-05j),(5.088141999999999e-05+5.765600000000004e-07j),(5.088141999999999e-05+5.765600000000004e-07j),(5.088141999999999e-05+5.765600000000004e-07j),0j,0j,0j,0j,0j,0j
line6,6,7,(0.009432993999999998+0.0008854499999999996j),(0.009432993999999998+0.0008854499999999996j),(0.009432993999999998+0.0008854499999999996j),(0.004167517999999999+4.7224000000000034e-05j),(0.004167517999999999+4.7224000000000034e-05j),(0.004167517999999999+4.7224000000000034e-05j),0j,0j,0j,0j,0j,0j
line7,7,8,(0.00019658595999999997+1.8452999999999994e-05j),(0.00019658595999999997+1.8452999999999994e-05j),(0.00019658595999999997+1.8452999999999994e-05j),(8.685212e-05+9.841600000000008e-07j),(8.685212e-05+9.841600000000008e-07j),(8.685212e-05+9.841600000000008e-07j),0j,0j,0j,0j,0j,0j
line8,8,9,(0.00011761279999999999+1.1039999999999998e-05j),(0.00011761279999999999+1.1039999999999998e-05j),(0.00011761279999999999+1.1039999999999998e-05j),(5.1961599999999994e-05+5.888000000000005e-07j),(5.1961599999999994e-05+5.888000000000005e-07j),(5.1961599999999994e-05+5.888000000000005e-07j),0j,0j,0j,0j,0j,0j
line9,9,10,(0.00018003067999999996+1.6898999999999995e-05j),(0.00018003067999999996+1.6898999999999995e-05j),(0.00018003067999999996+1.6898999999999995e-05j),(7.953796e-05+9.012800000000007e-07j),(7.953796e-05+9.012800000000007e-07j),(7.953796e-05+9.012800000000007e-07j),0j,0j,0j,0j,0j,0j
line10,10,11,(0.00021286957999999996+1.9981499999999995e-05j),(0.00021286957999999996+1.9981499999999995e-05j),(0.00021286957999999996+1.9981499999999995e-05j),(9.404625999999999e-05+1.0656800000000007e-06j),(9.404625999999999e-05+1.0656800000000007e-06j),(9.404625999999999e-05+1.0656800000000007e-06j),0j,0j,0j,0j,0j,0j
line11,11,12,(0.0002257974+2.1194999999999996e-05j),(0.0002257974+2.1194999999999996e-05j),(0.0002257974+2.1194999999999996e-05j),(9.975779999999999e-05+1.130400000000001e-06j),(9.975779999999999e-05+1.130400000000001e-06j),(9.975779999999999e-05+1.130400000000001e-06j),0j,0j,0j,0j,0j,0j
line12,12,13,(0.00032925192+3.090599999999999e-05j),(0.00032925192+3.090599999999999e-05j),(0.00032925192+3.090599999999999e-05j),(0.00014546423999999998+1.6483200000000014e-06j),(0.00014546423999999998+1.6483200000000014e-06j),(0.00014546423999999998+1.6483200000000014e-06j),0j,0j,0j,0j,0j,0j
line13,13,14,(0.0058732092999999996+0.0005513024999999999j),(0.0058732092999999996+0.0005513024999999999j),(0.0058732092999999996+0.0005513024999999999j),(0.0025947971+2.9402800000000023e-05j),(0.0025947971+2.9402800000000023e-05j),(0.0025947971+2.9402800000000023e-05j),0j,0j,0j,0j,0j,0j
line14,14,15,(0.0096468064+0.0009055199999999998j),(0.0096468064+0.0009055199999999998j),(0.0096468064+0.0009055199999999998j),(0.0042619808+4.8294400000000044e-05j),(0.0042619808+4.8294400000000044e-05j),(0.0042619808+4.8294400000000044e-05j),0j,0j,0j,0j,0j,0j
line15,15,16,(0.0021458743+0.00020142749999999996j),(0.0021458743+0.00020142749999999996j),(0.0021458743+0.00020142749999999996j),(0.0009480520999999999+1.074280000000001e-05j),(0.0009480520999999999+1.074280000000001e-05j),(0.0009480520999999999+1.074280000000001e-05j),0j,0j,0j,0j,0j,0j
