,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
sourcez,sourcebus,sourcebusz,(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5743393333333333+1.7234600000000002j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),(0.5736053333333333+1.720523j),1.0555751316061702e-06j,1.0555751316061702e-06j,1.0555751316061702e-06j,-2.26194671058465e-07j,-2.26194671058465e-07j,-2.26194671058465e-07j
line1,1,2,(0.00038119394666666665+5.879246666666667e-05j),(0.00038119394666666665+5.879246666666667e-05j),(0.00038119394666666665+5.879246666666667e-05j),(0.00017200214666666667+3.0079866666666653e-06j),(0.00017200214666666667+3.0079866666666653e-06j),(0.00017200214666666667+3.0079866666666653e-06j),0j,0j,0j,0j,0j,0j
line2,1,3,(0.00038119394666666665+5.879246666666667e-05j),(0.00038119394666666665+5.879246666666667e-05j),(0.00038119394666666665+5.879246666666667e-05j),(0.00017200214666666667+3.0079866666666653e-06j),(0.00017200214666666667+3.0079866666666653e-06j),(0.00017200214666666667+3.0079866666666653e-06j),0j,0j,0j,0j,0j,0j
line3,2,4,(2.5775524666666666e-05+3.975421666666667e-06j),(2.5775524666666666e-05+3.975421666666667e-06j),(2.5775524666666666e-05+3.975421666666667e-06j),(1.1630419666666668e-05+2.0339366666666658e-07j),(1.1630419666666668e-05+2.0339366666666658e-07j),(1.1630419666666668e-05+2.0339366666666658e-07j),0j,0j,0j,0j,0j,0j
line4,2,5,(2.5775524666666666e-05+3.975421666666667e-06j),(2.5775524666666666e-05+3.975421666666667e-06j),(2.5775524666666666e-05+3.975421666666667e-06j),(1.1630419666666668e-05+2.0339366666666658e-07j),(1.1630419666666668e-05+2.0339366666666658e-07j),(1.1630419666666668e-05+2.0339366666666658e-07j),0j,0j,0j,0j,0j,0j
line5,4,6,(1.4472043333333332e-05+2.2320583333333334e-06j),(1.4472043333333332e-05+2.2320583333333334e-06j),(1.4472043333333332e-05+2.2320583333333334e-06j),(6.5300683333333335e-06+1.1419833333333329e-07j),(6.5300683333333335e-06+1.1419833333333329e-07j),(6.5300683333333335e-06+1.1419833333333329e-07j),0j,0j,0j,0j,0j,0j
line6,4,7,(1.4472043333333332e-05+2.2320583333333334e-06j),(1.4472043333333332e-05+2.2320583333333334e-06j),(1.4472043333333332e-05+2.2320583333333334e-06j),(6.5300683333333335e-06+1.1419833333333329e-07j),(6.5300683333333335e-06+1.1419833333333329e-07j),(6.5300683333333335e-06+1.1419833333333329e-07j),0j,0j,0j,0j,0j,0j
line7,6,8,(2.8587222666666666e-05+4.409076666666667e-06j),(2.8587222666666666e-05+4.409076666666667e-06j),(2.8587222666666666e-05+4.409076666666667e-06j),(1.2899112666666667e-05+2.255806666666666e-07j),(1.2899112666666667e-05+2.255806666666666e-07j),(1.2899112666666667e-05+2.255806666666666e-07j),0j,0j,0j,0j,0j,0j
line8,6,9,(2.8587222666666666e-05+4.409076666666667e-06j),(2.8587222666666666e-05+4.409076666666667e-06j),(2.8587222666666666e-05+4.409076666666667e-06j),(1.2899112666666667e-05+2.255806666666666e-07j),(1.2899112666666667e-05+2.255806666666666e-07j),(1.2899112666666667e-05+2.255806666666666e-07j),0j,0j,0j,0j,0j,0j
line9,8,10,(2.5975796e-05+4.00631e-06j),(2.5975796e-05+4.00631e-06j),(2.5975796e-05+4.00631e-06j),(1.1720786000000001e-05+2.0497399999999991e-07j),(1.1720786000000001e-05+2.0497399999999991e-07j),(1.1720786000000001e-05+2.0497399999999991e-07j),0j,0j,0j,0j,0j,0j
line10,8,11,(2.5975796e-05+4.00631e-06j),(2.5975796e-05+4.00631e-06j),(2.5975796e-05+4.00631e-06j),(1.1720786000000001e-05+2.0497399999999991e-07j),(1.1720786000000001e-05+2.0497399999999991e-07j),(1.1720786000000001e-05+2.0497399999999991e-07j),0j,0j,0j,0j,0j,0j
line11,10,12,(2.6301992e-05+4.05662e-06j),(2.6301992e-05+4.05662e-06j),(2.6301992e-05+4.05662e-06j),(1.1867972e-05+2.0754799999999992e-07j),(1.1867972e-05+2.0754799999999992e-07j),(1.1867972e-05+2.0754799999999992e-07j),0j,0j,0j,0j,0j,0j
line12,10,13,(2.6301992e-05+4.05662e-06j),(2.6301992e-05+4.05662e-06j),(2.6301992e-05+4.05662e-06j),(1.1867972e-05+2.0754799999999992e-07j),(1.1867972e-05+2.0754799999999992e-07j),(1.1867972e-05+2.0754799999999992e-07j),0j,0j,0j,0j,0j,0j
line13,12,14,(2.7014790666666667e-05+4.166556666666667e-06j),(2.7014790666666667e-05+4.166556666666667e-06j),(2.7014790666666667e-05+4.166556666666667e-06j),(1.2189600666666667e-05+2.131726666666666e-07j),(1.2189600666666667e-05+2.131726666666666e-07j),(1.2189600666666667e-05+2.131726666666666e-07j),0j,0j,0j,0j,0j,0j
line14,12,15,(2.7014790666666667e-05+4.166556666666667e-06j),(2.7014790666666667e-05+4.166556666666667e-06j),(2.7014790666666667e-05+4.166556666666667e-06j),(1.2189600666666667e-05+2.131726666666666e-07j),(1.2189600666666667e-05+2.131726666666666e-07j),(1.2189600666666667e-05+2.131726666666666e-07j),0j,0j,0j,0j,0j,0j
line15,14,16,(3.882104133333333e-05+5.9874633333333334e-06j),(3.882104133333333e-05+5.9874633333333334e-06j),(3.882104133333333e-05+5.9874633333333334e-06j),(1.7516811333333335e-05+3.063353333333332e-07j),(1.7516811333333335e-05+3.063353333333332e-07j),(1.7516811333333335e-05+3.063353333333332e-07j),0j,0j,0j,0j,0j,0j
line16,14,17,(3.882104133333333e-05+5.9874633333333334e-06j),(3.882104133333333e-05+5.9874633333333334e-06j),(3.882104133333333e-05+5.9874633333333334e-06j),(1.7516811333333335e-05+3.063353333333332e-07j),(1.7516811333333335e-05+3.063353333333332e-07j),(1.7516811333333335e-05+3.063353333333332e-07j),0j,0j,0j,0j,0j,0j
line17,16,18,(5.7711600000000005e-05+8.901e-06j),(5.7711600000000005e-05+8.901e-06j),(5.7711600000000005e-05+8.901e-06j),(2.6040600000000003e-05+4.5539999999999986e-07j),(2.6040600000000003e-05+4.5539999999999986e-07j),(2.6040600000000003e-05+4.5539999999999986e-07j),0j,0j,0j,0j,0j,0j
line18,16,19,(5.7711600000000005e-05+8.901e-06j),(5.7711600000000005e-05+8.901e-06j),(5.7711600000000005e-05+8.901e-06j),(2.6040600000000003e-05+4.5539999999999986e-07j),(2.6040600000000003e-05+4.5539999999999986e-07j),(2.6040600000000003e-05+4.5539999999999986e-07j),0j,0j,0j,0j,0j,0j
line19,18,20,(6.559699333333333e-05+1.0117183333333334e-05j),(6.559699333333333e-05+1.0117183333333334e-05j),(6.559699333333333e-05+1.0117183333333334e-05j),(2.9598643333333332e-05+5.176233333333331e-07j),(2.9598643333333332e-05+5.176233333333331e-07j),(2.9598643333333332e-05+5.176233333333331e-07j),0j,0j,0j,0j,0j,0j
line20,18,21,(6.559699333333333e-05+1.0117183333333334e-05j),(6.559699333333333e-05+1.0117183333333334e-05j),(6.559699333333333e-05+1.0117183333333334e-05j),(2.9598643333333332e-05+5.176233333333331e-07j),(2.9598643333333332e-05+5.176233333333331e-07j),(2.9598643333333332e-05+5.176233333333331e-07j),0j,0j,0j,0j,0j,0j
